id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,11520467815.0,11590971830.0,11716552571.6,2424894353.0,9148174195.8,2406836475.591,4631450966.771,2224614491.18,99.2553128186117,20.542189870977765,0,True,True,False
2,1,Государственные услуги общего характера,330733637.2,334071214.8,345628471.7,85022387.8,253522731.3,84197525.229,113180074.418,28982549.188999996,99.02982897523374,24.36070292903477,0,True,True,False
3,2,Оборона,68660352.4,70213576.3,70292286.9,6743790.4,59494272.4,6552901.169,19945040.977,13392139.808000002,97.16940741515334,9.322361610346183,0,True,True,False
4,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",291862091.0,293717100.0,293715318.0,54793293.0,201681424.7,54554784.557,72498317.709,17943533.15200001,99.56471233988437,18.574034520392292,0,True,True,False
5,4,Образование,5005750655.0,5008212970.6,5009728439.5,1191394333.8,4011721563.2,1189421140.371,2215858572.073,1026437431.7019999,99.83437948519477,23.7422278419888,0,True,True,False
6,5,Здравоохранение,307894771.0,309020379.0,307473035.9,32397107.3,238948236.4,30582351.95,95633335.412,65050983.462,94.39840312533087,9.946352485993716,0,True,True,False
7,6,Социальная помощь и социальное обеспечение,677644184.4,680874662.7,679881133.0,139583183.3,493196056.4,139193980.621,178498197.546,39304216.92500001,99.7211679302631,20.473281852491116,0,True,True,False
8,7,Жилищно-коммунальное хозяйство,1230244727.7,1246550081.2,1278675344.7,194883200.1,1161619931.8,191639045.754,611182612.053,419543566.29899997,98.33533401322673,14.987310621756137,0,True,True,False
9,8,"Культура, спорт, туризм и информационное пространство",554081353.3,558809868.1,557590636.2,116307899.3,422624508.4,115275528.217,213249128.189,97973599.97200002,99.11238093954637,20.673863715252967,0,True,True,False
10,9,Топливно-энергетический комплекс и недропользование,169350210.0,170805419.4,175568307.0,27341623.1,173853700.0,25915379.495,87791054.761,61875675.266,94.7836176375352,14.76085287705144,0,True,True,False
11,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",699228597.2,674861087.4,676446038.1,109982439.1,526567869.8,108756017.116,162951043.623,54195026.507,98.88489290287072,16.077559922070595,0,True,True,False
12,11,"Промышленность, архитектурная, градостроительная и строительная деятельность",38052685.9,38976617.9,52994051.7,11652813.7,45903167.6,11554782.916,28802928.056,17248145.14,99.1587372241264,21.803924299677576,0,True,True,False
13,12,Транспорт и коммуникации,827597641.8,853671987.2,867036527.0,132744608.9,797092416.0,130782910.71,385712382.003,254929471.29300004,98.52220123569928,15.083898617572315,0,True,True,False
14,13,Прочие,577036501.1,608423854.3,597528666.2,140123211.4,500103347.4,136486209.168,264224361.633,127738152.46499997,97.40442557970093,22.84178431739314,0,True,True,False
15,14,Обслуживание долга,60635388.0,60704192.0,60910285.0,3459568.9,18997370.7,3459140.706,3459140.706,0.0,99.98762290873871,5.6790748984346395,0,True,True,False
16,15,Трансферты,437012012.0,437393185.1,496177048.7,162445720.7,162445720.7,162445685.446,162445685.446,0.0,99.99997829798174,32.739459810084526,0,True,True,False
17,16,Погашение займов,244683007.0,244665634.0,246906982.0,16019172.2,80401879.0,16019092.166,16019092.166,0.0,99.99950038616852,6.487905702885308,0,True,True,False
