id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,23548453455.0,25068832180.0,25068832180.0,0.0,14373422882.8,7767401487.284,8852754677.955,1085353190.6709995,0.0,30.98429728003389,0,True,True,False
2,1,Государственные услуги общего характера,907842888.0,1010393352.0,1044068588.9,0.0,580267213.1,360912241.902,477020885.436,116108643.53399998,0.0,34.567867067262945,0,True,True,False
3,2,Оборона,1030363707.0,1148199687.0,1148336494.1,0.0,558386886.1,338951483.604,434638555.736,95687072.13200003,0.0,29.5167388083099,0,True,True,False
4,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1071897410.0,1262039415.0,1262039415.0,0.0,622824455.7,301359809.078,387957220.085,86597411.00699997,0.0,23.878795344755538,0,True,True,False
5,4,Образование,1210049686.0,1264558594.0,1268648197.0,0.0,959916282.4,494287552.437,684923965.187,190636412.75000006,0.0,38.96175106746318,0,True,True,False
6,5,Здравоохранение,2027397171.0,2171115595.0,2171115595.0,0.0,868144501.8,754377823.643,824078503.351,69700679.70799994,0.0,34.746092072679346,0,True,True,False
7,6,Социальная помощь и социальное обеспечение,4663442896.0,4715889660.0,4715899660.0,0.0,1607672910.3,1580119133.716,1598491026.902,18371893.18599987,0.0,33.50620767270524,0,True,True,False
8,7,Жилищно-коммунальное хозяйство,336481716.0,623106309.0,623106309.0,0.0,525128007.0,91486849.0,91486849.0,0.0,0.0,14.682382071660264,0,True,True,False
9,8,"Культура, спорт, туризм и информационное пространство",197462331.0,252810914.0,252810914.0,0.0,220093256.2,58362711.627,178707472.169,120344760.542,0.0,23.08551901639816,0,True,True,False
10,9,Топливно-энергетический комплекс и недропользование,109938511.0,184752773.0,184752773.0,0.0,167896440.0,50508282.011,54172888.151,3664606.1400000006,0.0,27.338307940308965,0,True,True,False
11,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",433731024.0,683209621.0,683209621.0,0.0,387713599.4,227678816.672,319322191.554,91643374.88200003,0.0,33.32488443865166,0,True,True,False
12,11,"Промышленность, архитектурная, градостроительная и строительная деятельность",181484873.0,229026652.0,229026652.0,0.0,178876234.0,15118593.996,20379315.992,5260721.995999999,0.0,6.601237831481726,0,True,True,False
13,12,Транспорт и коммуникации,647241258.0,835381644.0,835381644.0,0.0,584511748.0,165604031.905,420974481.081,255370449.17599997,0.0,19.82375757169498,0,True,True,False
14,13,Прочие,1425291377.0,1298811866.0,1260900219.0,0.0,702068281.4,343467525.957,375434691.575,31967165.61799997,0.0,27.23986567544565,0,True,True,False
15,14,Обслуживание долга,1759017679.0,1842725170.0,1842725170.0,0.0,740815372.1,740815371.237,740815371.237,0.0,0.0,40.20216271518123,0,True,True,False
16,15,Трансферты,4995054752.0,4995054752.0,4995054752.0,0.0,4896190798.0,1471434364.0,1471434364.0,0.0,0.0,29.45782252758778,0,True,True,False
17,16,Погашение займов,2551756176.0,2551756176.0,2551756176.0,0.0,772916897.3,772916896.499,772916896.499,0.0,0.0,30.289606184497774,0,True,True,False
