id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,23548453455.0,25068832180.0,25068832180.0,0.0,18953614587.0,14400895427.992,15318457173.346,917561745.3540001,0.0,57.44541797795066,0,True,True,False
2,1,Государственные услуги общего характера,907842888.0,1010393352.0,1098904538.2,0.0,847691666.6,573288908.205,669273511.237,95984603.03199995,0.0,52.169127369702586,0,True,True,False
3,2,Оборона,1030363707.0,1148199687.0,1159661721.0,0.0,788739853.7,623109299.48,724389949.877,101280650.39699996,0.0,53.73198823383427,0,True,True,False
4,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1071897410.0,1262039415.0,1266709613.6,0.0,935476194.5,592978131.183,721440083.216,128461952.03299999,0.0,46.81247578896562,0,True,True,False
5,4,Образование,1210049686.0,1264558594.0,1269468064.1,0.0,1047958034.8,650738095.41,775925275.542,125187180.13200009,0.0,51.26069050593613,0,True,True,False
6,5,Здравоохранение,2027397171.0,2171115595.0,2172261977.1,0.0,1327033920.4,1235493212.608,1291863210.755,56369998.147000074,0.0,56.87588447584028,0,True,True,False
7,6,Социальная помощь и социальное обеспечение,4663442896.0,4715889660.0,4704585933.0,0.0,2755054514.5,2734910326.453,2748162932.494,13252606.04099989,0.0,58.13285941423998,0,True,True,False
8,7,Жилищно-коммунальное хозяйство,336481716.0,623106309.0,604569872.0,0.0,587839622.0,233842862.5,234266269.5,423407.0,0.0,38.67921200347212,0,True,True,False
9,8,"Культура, спорт, туризм и информационное пространство",197462331.0,252810914.0,256285410.7,0.0,235432805.9,127458941.749,223921723.153,96462781.404,0.0,49.73320229226766,0,True,True,False
10,9,Топливно-энергетический комплекс и недропользование,109938511.0,184752773.0,184752773.0,0.0,184307059.0,96063119.206,102849884.698,6786765.491999999,0.0,51.995495194001776,0,True,True,False
11,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",433731024.0,683209621.0,681847672.0,0.0,519471822.6,370229587.545,440840154.831,70610567.28599995,0.0,54.297990995414004,0,True,True,False
12,11,"Промышленность, архитектурная, градостроительная и строительная деятельность",181484873.0,229026652.0,229124754.0,0.0,206955487.9,180046150.089,184507568.184,4461418.094999999,0.0,78.57996438438074,0,True,True,False
13,12,Транспорт и коммуникации,647241258.0,835381644.0,839780570.0,0.0,737365080.5,434066754.97,604846016.823,170779261.85299993,0.0,51.68811597653421,0,True,True,False
14,13,Прочие,1425291377.0,1298811866.0,1211343183.3,0.0,952747826.0,731743641.176,779244195.618,47500554.44200003,0.0,60.40762446712652,0,True,True,False
15,14,Обслуживание долга,1759017679.0,1842725170.0,1842725170.0,0.0,1330099473.1,1330099472.956,1330099472.956,0.0,0.0,72.1811095116262,0,True,True,False
16,15,Трансферты,4995054752.0,4995054752.0,4995054752.0,0.0,4934796894.0,2924182593.8,2924182593.8,0.0,0.0,58.541552374959835,0,True,True,False
17,16,Погашение займов,2551756176.0,2551756176.0,2551756176.0,0.0,1562644331.5,1562644330.662,1562644330.662,0.0,0.0,61.23799543855791,0,True,True,False
