id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,11520467815.0,13290318326.1,13479055871.7,4537178769.2,11175918509.6,4489884571.92,7237243498.845,2747358926.925,98.95762984696461,33.31008206106448,0,True,True,False
2,1,Государственные услуги общего характера,330733637.2,379449040.3,408448849.8,155746011.8,332342878.3,153827181.933,204144800.897,50317618.96400002,98.76797495818765,37.66130863346111,0,True,True,False
3,2,Оборона,68660352.4,74562755.4,74809662.1,15377547.6,67716943.5,14886691.45,39726536.142,24839844.691999998,96.8079685866165,19.899423459633567,0,True,True,False
4,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",291862091.0,322734671.4,322733671.4,101684535.3,250053536.2,100352172.514,136744867.95,36392695.43599999,98.68970951967364,31.09442286535461,0,True,True,False
5,4,Образование,5005750655.0,5093632797.2,5099814853.1,1948420801.8,4324971693.2,1939640403.459,2906117714.695,966477311.2360001,99.54935821189713,38.03354551744089,0,True,True,False
6,5,Здравоохранение,307894771.0,355930420.0,364930973.2,72517471.2,286148728.1,71291584.491,134261624.296,62970039.80500001,98.30952915385168,19.535635428766067,0,True,True,False
7,6,Социальная помощь и социальное обеспечение,677644184.4,692671637.0,694198886.9,245939997.0,543758589.4,244932744.649,289059477.022,44126732.373000026,99.5904479290532,35.28279132551862,0,True,True,False
8,7,Жилищно-коммунальное хозяйство,1230244727.7,1816142470.3,1870722144.0,440971116.2,1747082670.6,427180590.172,1048378415.898,621197825.7260001,96.87269176565628,22.835063536405116,0,True,True,False
9,8,"Культура, спорт, туризм и информационное пространство",554081353.3,603547893.5,604531971.0,218627779.2,498736106.4,215446022.592,325850333.034,110404310.44199997,98.54466956594325,35.63848281433572,0,True,True,False
10,9,Топливно-энергетический комплекс и недропользование,169350210.0,314365380.0,322141274.9,115472782.0,310159488.9,110521911.092,264277894.957,153755983.865,95.7125213212582,34.308522286164205,0,True,True,False
11,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",699228597.2,861319763.0,888484826.5,263041709.5,601182534.4,261774937.53,324166165.441,62391227.91099998,99.51841402931576,29.46307350697339,0,True,True,False
12,11,"Промышленность, архитектурная, градостроительная и строительная деятельность",38052685.9,58545416.8,74898513.7,23715438.3,68547510.9,23075459.936,48026830.604,24951370.668,97.30142721418731,30.808969091732457,0,True,True,False
13,12,Транспорт и коммуникации,827597641.8,1091348586.1,1129329598.4,313853117.4,1040327523.3,310483194.673,688315901.442,377832706.76900005,98.92627393510797,27.492699661186883,0,True,True,False
14,13,Прочие,577036501.1,822850205.9,816233837.5,318088560.2,728545814.8,312751202.391,524452461.429,211701259.03800005,98.32205288815035,38.31637308113926,0,True,True,False
15,14,Обслуживание долга,60635388.0,59450523.6,59450523.6,6478791.8,21156279.0,6478117.335,6478117.335,0.0,99.98958964848971,10.896653120478152,0,True,True,False
16,15,Трансферты,437012012.0,492510153.0,497069673.0,252008801.7,252059940.0,252008764.725,252008764.725,0.0,99.99998532789341,50.69888154793946,0,True,True,False
17,16,Погашение займов,244683007.0,251256612.6,251256612.6,45234308.2,103128272.6,45233592.978,45233592.978,0.0,99.99841885058385,18.002946274696374,0,True,True,False
