id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,11520467815.0,13892731430.4,14014930774.9,9012542425.8,13050884620.8,8963486173.064,11081704495.47,2118218322.4060001,99.45568907841623,63.95669245200361,0,True,True,False
2,1,Государственные услуги общего характера,330733637.2,406795832.0,480685760.2,327366372.1,447877257.9,323044555.085,375931701.426,52887146.34100002,98.67982255254982,67.20493549685976,0,True,True,False
3,2,Оборона,68660352.4,87066108.7,87305970.4,37432969.6,85040709.9,36143951.122,64653173.926,28509222.803999998,96.55646214613975,41.399174599862185,0,True,True,False
4,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",291862091.0,337429754.5,337406623.4,208862763.3,308364724.2,208648446.509,255112177.649,46463731.139999986,99.8973887026994,61.838870976058026,0,True,True,False
5,4,Образование,5005750655.0,5131008762.7,5134697611.3,3475639788.1,4833356190.3,3467616335.65,4128069791.572,660453455.9219999,99.7691517838681,67.53301943270756,0,True,True,False
6,5,Здравоохранение,307894771.0,371434621.2,371584320.3,162927128.5,325668928.6,162390133.721,215452720.458,53062586.73700002,99.670408001452,43.702095284831636,0,True,True,False
7,6,Социальная помощь и социальное обеспечение,677644184.4,733858094.2,724384214.8,456947337.7,626719951.0,456303618.484,489115985.19,32812366.70599997,99.85912616993457,62.991932894338944,0,True,True,False
8,7,Жилищно-коммунальное хозяйство,1230244727.7,2040751302.4,2095833618.0,1129506973.4,2067705650.7,1117970744.318,1705056910.484,587086166.1659999,98.97864914925898,53.34253323910563,0,True,True,False
9,8,"Культура, спорт, туризм и информационное пространство",554081353.3,642306084.0,647199247.4,430772634.3,600181718.0,429280475.766,500242079.908,70961604.14200002,99.65360879146263,66.32895163128708,0,True,True,False
10,9,Топливно-энергетический комплекс и недропользование,169350210.0,332334461.4,331435553.0,210066835.0,331257147.0,205906640.988,304922695.08,99016054.09199998,98.01958552286466,62.12569506325713,0,True,True,False
11,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",699228597.2,907232968.5,913108848.5,607558546.2,777472149.6,606191674.281,655762174.946,49570500.66499996,99.77502218879988,66.38766837894683,0,True,True,False
12,11,"Промышленность, архитектурная, градостроительная и строительная деятельность",38052685.9,53072627.3,82619641.0,51051111.0,80532637.9,49743584.47,64975377.911,15231793.441,97.43878927532057,60.20794071230593,0,True,True,False
13,12,Транспорт и коммуникации,827597641.8,1193496544.4,1209653759.6,808897018.4,1201039119.4,801832036.418,1079021332.038,277189295.6200001,99.12659067578534,66.2860781487708,0,True,True,False
14,13,Прочие,577036501.1,888905843.9,831919153.6,570897100.0,795710209.0,563799392.074,708773790.704,144974398.63,98.75674479236277,67.7709353888832,0,True,True,False
15,14,Обслуживание долга,60635388.0,59216868.3,59216868.3,33721114.9,40490805.0,33720139.885,33720139.885,0.0,99.99710859204124,56.94347042158594,0,True,True,False
16,15,Трансферты,437012012.0,498168373.2,498208773.2,420144935.2,420171848.2,420144896.784,420144896.784,0.0,99.99999085648861,84.33109157942063,0,True,True,False
17,16,Погашение займов,244683007.0,209653183.7,209670811.9,80749798.1,109295574.1,80749547.509,80749547.509,0.0,99.99968966981233,38.512536283549345,0,True,True,False
