id,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded,code,parentCode,parent_id
123,Верховный Суд Республики Казахстан,565592.0,573295.0,659331.3,392453.4,411054.8,328784.685,354739.025,25954.340000000026,83.77674521357184,49.86638507833619,3,False,True,False,501.0,5.0,103.0
124,Генеральная прокуратура Республики Казахстан,0.0,0.0,12495.5,8008.7,8400.8,5095.34,5356.46,261.1199999999999,63.622560465493784,40.777399863951025,3,False,True,False,502.0,5.0,103.0
125,Агентство Республики Казахстан по делам государственной службы,2653534.0,3036430.0,2214612.6,1023597.2,2214612.6,1023597.2,2214612.28,1191015.0799999998,100.0,46.22014703610012,3,False,True,False,608.0,5.0,103.0
126,Агентство Республики Казахстан по противодействию коррупции (Антикоррупционная служба),0.0,0.0,6934.6,5390.0,6934.6,3136.4,6934.56,3798.1600000000003,58.18923933209648,45.22827560349552,3,False,True,False,624.0,5.0,103.0
127,ГУ Агентство по стратегическому планированию и реформам Республики Казахстан,0.0,0.0,38342.6,15344.0,31699.8,12223.62,22774.68,10551.06,79.66384254431699,31.879997704902646,3,False,True,False,626.0,5.0,103.0
128,ГУ Агентство по защите и развитию конкуренции Республики Казахстан,0.0,0.0,5565.6,4500.9,4995.3,2707.08,4995.24,2288.16,60.14530427247884,48.63949978438982,3,False,True,False,627.0,5.0,103.0
129,Агентство Республики Казахстан по финансовому мониторингу,0.0,0.0,15948.2,9453.7,15948.2,7963.6,15948.2,7984.6,84.23791742915472,49.93416184898609,3,False,True,False,628.0,5.0,103.0
130,Управление Делами Президента Республики Казахстан,0.0,0.0,769.5,439.8,769.5,439.68,687.0,247.32,99.97271487039563,57.13840155945419,3,False,True,False,694.0,5.0,103.0
131,Высшее и послевузовское образование,450909460.0,454142607.0,454142607.0,196386230.3,312638948.5,195988373.858,309770635.669,113782261.81100002,99.79741123326609,43.15568960874883,2,False,True,False,6.0,4.0,91.0
132,Министерство обороны Республики Казахстан,16110820.0,17477863.0,17477863.0,8417153.5,9152068.0,8408596.055,8630077.452,221481.39699999988,99.89833326670352,48.1099780619633,3,False,True,False,208.0,6.0,131.0
133,Министерство здравоохранения Республики Казахстан,39574396.0,40340555.0,40340555.0,16580684.2,25887440.1,16580683.98,25887439.895,9306755.915,99.99999867315488,41.10177457895659,3,False,True,False,226.0,6.0,131.0
134,Министерство науки и высшего образования Республики Казахстан,392546491.0,393346771.0,393346771.0,169611223.6,275715147.4,169604303.142,273783479.031,104179175.88900003,99.99591981128776,43.1182650135445,3,False,True,False,227.0,6.0,131.0
135,Генеральная прокуратура Республики Казахстан,2677753.0,2977418.0,2977418.0,1777169.0,1884293.0,1394790.681,1469639.291,74848.60999999987,78.4838516201892,46.84564548880943,3,False,True,False,502.0,6.0,131.0
136,Прочие услуги в области образования,64676596.0,70424454.0,74530498.1,37676162.9,54239955.0,37060782.468,49460756.151,12399973.682999998,98.36665842635477,49.72566051856294,2,False,True,False,9.0,4.0,91.0
137,Министерство внутренних дел Республики Казахстан,18353232.0,18549401.0,18549401.0,7251806.0,13215451.0,7207315.262,12458066.997,5250751.734999999,99.38648747636107,38.854706208572445,3,False,True,False,201.0,9.0,136.0
138,Министерство по чрезвычайным ситуациям Республики Казахстан,2101788.0,2313529.0,2313529.0,871694.0,1548685.0,863050.1,1307525.122,444475.022,99.00837908715673,37.30448591740151,3,False,True,False,202.0,9.0,136.0
139,Министерство просвещения Республики Казахстан ,12781436.0,14433809.0,18523412.0,13182675.5,16432501.8,12993880.363,14940208.892,1946328.529000001,98.56785417345667,70.14841738120386,3,False,True,False,224.0,9.0,136.0
140,Министерство науки и высшего образования Республики Казахстан,9799147.0,12878846.0,12895287.1,5086842.4,9834083.2,5052111.181,8676065.65,3623954.4690000005,99.31723422372983,39.177965886467156,3,False,True,False,227.0,9.0,136.0
141,Министерство культуры и спорта Республики Казахстан  ,21640993.0,22248869.0,22248869.0,11283145.0,13209234.0,10944425.562,12078889.49,1134463.9279999994,96.9980050952106,49.19092993895555,3,False,True,False,240.0,9.0,136.0
142,Здравоохранение,2027397171.0,2171115595.0,2171129281.9,1040872622.0,1145066330.6,1040659245.485,1106873955.037,66214709.55199993,99.97950022793472,47.931703291952175,1,False,True,False,5.0,2.0,2.0
143,Больницы широкого профиля,8986639.0,8952012.0,8952012.0,4257670.3,5310362.0,4253534.31,4913216.804,659682.494,99.90285790799724,47.51484146804093,2,False,True,False,1.0,5.0,142.0
144,Министерство обороны Республики Казахстан,8986639.0,8952012.0,8952012.0,4257670.3,5310362.0,4253534.31,4913216.804,659682.494,99.90285790799724,47.51484146804093,3,False,True,False,208.0,1.0,143.0
145,Охрана здоровья населения,1966214973.0,2106692238.0,2106692238.0,1011905954.1,1105317324.4,1011879676.976,1070857254.802,58977577.826000094,99.99740320492299,48.03168012507767,2,False,True,False,2.0,5.0,142.0
146,Министерство просвещения Республики Казахстан ,1342858.0,1329224.0,1329224.0,655471.1,1198548.0,654072.367,1195928.079,541855.7119999999,99.78660645755396,49.2070837571395,3,False,True,False,224.0,2.0,145.0
147,Министерство здравоохранения Республики Казахстан,1926956145.0,2060594447.0,2060594447.0,993282172.0,1067589505.4,993257672.24,1033132431.035,39874758.79499996,99.99753345416936,48.20248223448697,3,False,True,False,226.0,2.0,145.0
148,Управление Делами Президента Республики Казахстан,37915970.0,44768567.0,44768567.0,17968311.0,36529271.0,17967932.369,36528895.688,18560963.319000002,99.99789278469189,40.13515190021606,3,False,True,False,694.0,2.0,145.0
149,Прочие услуги в области здравоохранения,52195559.0,55471345.0,55485031.9,24708997.6,34438644.2,24526034.199,31103483.431,6577449.232000001,99.2595272217761,44.20297395377365,2,False,True,False,9.0,5.0,142.0
150,Министерство внутренних дел Республики Казахстан,7234908.0,7165702.0,7165702.0,3331795.0,3913170.0,3287988.115,3707041.607,419053.4919999996,98.68518666364527,45.885080275456616,3,False,True,False,201.0,9.0,149.0
151,Министерство по чрезвычайным ситуациям Республики Казахстан,3114415.0,3656717.0,3656717.0,1343021.2,1835737.2,1342211.925,1401966.454,59754.528999999864,99.93974220213353,36.70538149383723,3,False,True,False,202.0,9.0,149.0
152,Министерство здравоохранения Республики Казахстан,41846236.0,44648926.0,44662612.9,20034181.4,28689737.0,19895834.159,25994475.37,6098641.210999999,99.3094440035369,44.54695519840489,3,False,True,False,226.0,9.0,149.0
153,Социальная помощь и социальное обеспечение,4634462896.0,4686909660.0,4686919660.0,2316856286.9,2339875501.1,2316807796.983,2331908244.182,15100447.199000359,99.99790708136389,49.431352893789516,1,False,True,False,6.0,2.0,2.0
154,Социальное обеспечение,4607952049.0,4659309122.0,4659309122.0,2304572468.4,2317716546.2,2304556271.479,2317716545.087,13160273.607999802,99.99929718326405,49.46133023450853,2,False,True,False,1.0,6.0,153.0
155,Министерство труда и социальной защиты населения Республики Казахстан,4607952049.0,4659309122.0,4659309122.0,2304572468.4,2317716546.2,2304556271.479,2317716545.087,13160273.607999802,99.99929718326405,49.46133023450853,3,False,True,False,213.0,1.0,154.0
156,Прочие услуги в области социальной помощи и социального обеспечения,26510847.0,27600538.0,27610538.0,12283818.5,22158954.9,12251525.504,14191699.095,1940173.591,99.737109466409,44.37264316979264,2,False,True,False,9.0,6.0,153.0
157,Министерство труда и социальной защиты населения Республики Казахстан,26510847.0,27600538.0,27610538.0,12283818.5,22158954.9,12251525.504,14191699.095,1940173.591,99.737109466409,44.37264316979264,3,False,True,False,213.0,9.0,156.0
158,Жилищно-коммунальное хозяйство,332959359.0,619583952.0,619583952.0,180875548.3,595129786.0,180875548.3,181298955.3,423407.0,100.0,29.193065397536316,1,False,True,False,7.0,2.0,2.0
159,Жилищное хозяйство,130410377.0,247101193.0,247101193.0,54240960.1,230954294.0,54240960.1,54265871.1,24911.0,100.0,21.95090984445389,2,False,True,False,1.0,7.0,158.0
160,Министерство индустрии и инфраструктурного развития Республики Казахстан,130410377.0,247101193.0,247101193.0,54240960.1,230954294.0,54240960.1,54265871.1,24911.0,100.0,21.95090984445389,3,False,True,False,249.0,1.0,159.0
161,Коммунальное хозяйство,202548982.0,372482759.0,372482759.0,126634588.2,364175492.0,126634588.2,127033084.2,398496.0,100.0,33.99743616052844,2,False,True,False,2.0,7.0,158.0
162,Министерство индустрии и инфраструктурного развития Республики Казахстан,202548982.0,372482759.0,372482759.0,126634588.2,364175492.0,126634588.2,127033084.2,398496.0,100.0,33.99743616052844,3,False,True,False,249.0,2.0,161.0
163,"Культура, спорт, туризм и информационное пространство",196787720.0,252136303.0,252358408.2,113864305.2,230953900.6,109538600.868,217764515.627,108225914.759,96.20100054674553,43.40596441755492,1,False,True,False,8.0,2.0,2.0
164,Деятельность в области культуры,46932811.0,56729708.0,56729708.0,27328131.4,38852822.9,24625359.79,30156476.069,5531116.278999999,90.10992895767474,43.40822588052101,2,False,True,False,1.0,8.0,163.0
165,Министерство культуры и спорта Республики Казахстан  ,46932811.0,56729708.0,56729708.0,27328131.4,38852822.9,24625359.79,30156476.069,5531116.278999999,90.10992895767474,43.40822588052101,3,False,True,False,240.0,1.0,164.0
166,Спорт,72013595.0,106773684.0,106773684.0,49040419.0,106449212.0,48440905.612,104759051.492,56318145.879999995,98.7775116929568,45.36783203246973,2,False,True,False,2.0,8.0,163.0
167,Министерство культуры и спорта Республики Казахстан  ,72013595.0,106773684.0,106773684.0,49040419.0,106449212.0,48440905.612,104759051.492,56318145.879999995,98.7775116929568,45.36783203246973,3,False,True,False,240.0,2.0,166.0
168,Информационное пространство,68511844.0,77698516.0,77698516.0,33879854.0,76550362.6,33663371.692,75874902.523,42211530.831,99.36102939522704,43.3256301729109,2,False,True,False,3.0,8.0,163.0
169,Министерство информации и общественного развития Республики Казахстан,59404079.0,65244369.0,65244369.0,29213150.1,64571314.6,29030187.953,64213345.34,35183157.387,99.37369935671538,44.49454933497786,3,False,True,False,209.0,3.0,168.0
170,Министерство просвещения Республики Казахстан ,106587.0,105556.0,105556.0,44669.0,45574.0,43752.06,44004.573,252.512999999999,97.94725648660145,41.4491454772822,3,False,True,False,224.0,3.0,168.0
171,Министерство науки и высшего образования Республики Казахстан,1734375.0,2123553.0,2123553.0,296054.9,1708436.0,295136.328,1415485.631,1120349.303,99.68972916847517,13.898232255093232,3,False,True,False,227.0,3.0,168.0
172,Министерство культуры и спорта Республики Казахстан  ,13523.0,31683.0,31683.0,31683.0,31683.0,0.0,8712.0,8712.0,0.0,0.0,3,False,True,False,240.0,3.0,168.0
173,Управление Делами Президента Республики Казахстан,7253280.0,10193355.0,10193355.0,4294297.0,10193355.0,4294295.351,10193354.979,5899059.6280000005,99.99996160023397,42.128380214365144,3,False,True,False,694.0,3.0,168.0
174,Туризм,2239324.0,3440814.0,3440814.0,679203.0,3440814.0,540696.476,1848784.444,1308087.9679999999,79.6074923108408,15.714202395130918,2,False,True,False,4.0,8.0,163.0
175,Министерство культуры и спорта Республики Казахстан  ,1742409.0,2946431.0,2946431.0,470715.0,2946431.0,332208.476,1354401.444,1022192.9679999999,70.57528993127477,11.274945043681662,3,False,True,False,240.0,4.0,174.0
176,Управление Делами Президента Республики Казахстан,496915.0,494383.0,494383.0,208488.0,494383.0,208488.0,494383.0,285895.0,100.0,42.17135297937025,3,False,True,False,694.0,4.0,174.0
177,"Прочие услуги по организации культуры, спорта, туризма  и информационного пространства",7090146.0,7493581.0,7715686.2,2936697.8,5660689.1,2268267.298,5125301.099,2857033.8010000004,77.23870321283995,29.39812790727544,2,False,True,False,9.0,8.0,163.0
178,Министерство информации и общественного развития Республики Казахстан,1393948.0,1610901.0,1610901.0,280456.6,470938.9,269055.117,461617.883,192562.76599999995,95.93467117550453,16.702150970171353,3,False,True,False,209.0,9.0,177.0
179,Министерство культуры и спорта Республики Казахстан  ,3465298.0,3474367.0,3696472.2,2029166.2,2784137.2,1444017.414,2375910.566,931893.152,71.16309220999246,39.064744325684366,3,False,True,False,240.0,9.0,177.0
180,Управление Делами Президента Республики Казахстан,2230900.0,2408313.0,2408313.0,627075.0,2405613.0,555194.767,2287772.65,1732577.883,88.53721915241398,23.053264546593404,3,False,True,False,694.0,9.0,177.0
181,Топливно-энергетический комплекс и недропользование,109938511.0,184752773.0,184752773.0,78452934.8,183305702.0,78452929.114,86999167.418,8546238.304000005,99.99999275234252,42.46373563984341,1,False,True,False,9.0,2.0,2.0
182,Топливо и энергетика,33426088.0,108240350.0,108240350.0,52313567.0,107276334.0,52313563.714,60237709.704,7924145.990000002,99.99999371864664,48.33092623407075,2,False,True,False,1.0,9.0,181.0
183,Министерство экологии и природных ресурсов Республики Казахстан,10241138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,207.0,1.0,182.0
184,Министерство энергетики Республики Казахстан,23184950.0,97469712.0,97469712.0,48467448.0,97469712.0,48467447.292,50634399.638,2166952.3459999934,99.99999853922576,49.725649432512945,3,False,True,False,241.0,1.0,182.0
185,Министерство индустрии и инфраструктурного развития Республики Казахстан,0.0,10770638.0,10770638.0,3846119.0,9806622.0,3846116.422,9603310.066,5757193.643999999,99.99993297139271,35.709272022697256,3,False,True,False,249.0,1.0,182.0
186,Прочие услуги в области топливно-энергетического комплекса и недропользования,76512423.0,76512423.0,76512423.0,26139367.8,76029368.0,26139365.4,26761457.714,622092.314000003,99.99999081844663,34.163557204298705,2,False,True,False,9.0,9.0,181.0
187,Министерство по чрезвычайным ситуациям Республики Казахстан,780092.0,780092.0,780092.0,390048.0,780092.0,390045.6,696510.714,306465.11400000006,99.99938469111494,49.99994872399665,3,False,True,False,202.0,9.0,186.0
188,Министерство энергетики Республики Казахстан,73930124.0,73930124.0,73930124.0,24745795.0,73930124.0,24745795.0,24745795.0,0.0,100.0,33.47187000524982,3,False,True,False,241.0,9.0,186.0
189,Министерство индустрии и инфраструктурного развития Республики Казахстан,1802207.0,1802207.0,1802207.0,1003524.8,1319152.0,1003524.8,1319152.0,315627.19999999995,100.0,55.68310410513332,3,False,True,False,249.0,9.0,186.0
190,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",221334059.0,303209621.0,303209621.0,119358898.8,250003413.6,110884674.836,191705863.089,80821188.25299999,92.90021602980808,36.57030224512566,1,False,True,False,10.0,2.0,2.0
191,Сельское хозяйство,60248632.0,90441639.0,90441639.0,33471226.4,70900475.0,32836194.918,56109090.276,23272895.358,98.10275406580263,36.30650138704364,2,False,True,False,1.0,10.0,190.0
192,Министерство экологии и природных ресурсов Республики Казахстан,2350388.0,1799077.0,1799077.0,1477183.3,1798761.2,1135549.9,1798761.2,663211.3,76.8726467460064,63.118471305008065,3,False,True,False,207.0,1.0,191.0
193,Министерство сельского хозяйства Республики Казахстан,57898244.0,88642562.0,88642562.0,31994043.1,69101713.8,31700645.018,54310329.076,22609684.058,99.0829602839411,35.762329407852626,3,False,True,False,212.0,1.0,191.0
194,Водное хозяйство,60478612.0,86872378.0,86872378.0,36498931.7,85225896.5,32532024.498,58122878.31,25590853.812000003,89.13144298412438,37.44806490504956,2,False,True,False,2.0,10.0,190.0
195,Министерство экологии и природных ресурсов Республики Казахстан,60478612.0,86872378.0,86872378.0,36498931.7,85225896.5,32532024.498,58122878.31,25590853.812000003,89.13144298412438,37.44806490504956,3,False,True,False,207.0,2.0,194.0
196,Лесное хозяйство,31539683.0,52679236.0,52679236.0,16835577.9,34516472.2,13296757.429,22361330.609,9064573.180000002,78.98010693770127,25.24098380811749,2,False,True,False,3.0,10.0,190.0
197,Министерство экологии и природных ресурсов Республики Казахстан,31539683.0,52679236.0,52679236.0,16835577.9,34516472.2,13296757.429,22361330.609,9064573.180000002,78.98010693770127,25.24098380811749,3,False,True,False,207.0,3.0,196.0
198,Охрана окружающей среды,17889396.0,21907665.0,21907665.0,9490787.2,18690911.4,9477073.098,16200814.114,6723741.016000001,99.85550090091579,43.25916567557519,2,False,True,False,5.0,10.0,190.0
199,Министерство экологии и природных ресурсов Республики Казахстан,15773533.0,19664343.0,19664343.0,8587021.0,17064343.0,8580527.553,14916292.0,6335764.447000001,99.92438067870101,43.63495669801935,3,False,True,False,207.0,5.0,198.0
200,Управление Делами Президента Республики Казахстан,2115863.0,2243322.0,2243322.0,903766.2,1626568.4,896545.545,1284522.114,387976.569,99.2010483463533,39.96508503906261,3,False,True,False,694.0,5.0,198.0
201,Земельные отношения,22287007.0,22649225.0,22649225.0,9216708.0,22559620.0,9183865.49,22557456.0,13373590.51,99.64366333402339,40.548254918214646,2,False,True,False,6.0,10.0,190.0
202,Министерство сельского хозяйства Республики Казахстан,11622030.0,11622030.0,11622030.0,4214865.0,11622030.0,4214864.305,11622030.0,7407165.695,99.99998351074115,36.26616266693512,3,False,True,False,212.0,6.0,201.0
203,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",10664977.0,11027195.0,11027195.0,5001843.0,10937590.0,4969001.185,10935426.0,5966424.815,99.34340572065136,45.061334138010615,3,False,True,False,223.0,6.0,201.0
204,"Прочие услуги в области сельского, водного, лесного, рыбного  хозяйства, охраны окружающей среды и земельных отношений",28890729.0,28659478.0,28659478.0,13845667.6,18110038.5,13558759.403,16354293.78,2795534.3769999985,97.92781247326782,47.30986169043275,2,False,True,False,9.0,10.0,190.0
205,Министерство экологии и природных ресурсов Республики Казахстан,265638.0,265638.0,265638.0,25000.0,265638.0,23000.0,265638.0,242638.0,92.0,8.65839977714032,3,False,True,False,207.0,9.0,204.0
206,Министерство сельского хозяйства Республики Казахстан,28625091.0,28393840.0,28393840.0,13820667.6,17844400.5,13535759.403,16088655.78,2552896.3769999985,97.93853520505769,47.67146466627973,3,False,True,False,212.0,9.0,204.0
207,"Промышленность, архитектурная, градостроительная и строительная деятельность",32084873.0,59626652.0,59626652.0,41318639.3,55714429.9,41301744.297,47062120.309,5760376.012000002,99.95911045647624,69.26725367206598,1,False,True,False,11.0,2.0,2.0
208,Промышленность,28902659.0,56444438.0,56444438.0,40714183.3,52534020.0,40697288.997,44531436.509,3834147.512000002,99.95850511632393,72.10150448658909,2,False,True,False,1.0,11.0,207.0
209,Министерство торговли и интеграции Республики Казахстан,8963456.0,8963456.0,8963456.0,1794420.5,8963456.0,1794420.5,3638735.0,1844314.5,100.0,20.019292781712767,3,False,True,False,211.0,1.0,208.0
210,Министерство энергетики Республики Казахстан,24376.0,133200.0,133200.0,60651.0,133200.0,60651.0,133200.0,72549.0,100.0,45.53378378378378,3,False,True,False,241.0,1.0,208.0
211,Министерство индустрии и инфраструктурного развития Республики Казахстан,19914827.0,47347782.0,47347782.0,38859111.8,43437364.0,38842217.497,40759501.509,1917284.012000002,99.95652421731369,82.03598110889334,3,False,True,False,249.0,1.0,208.0
212,"Архитектурная, градостроительная и строительная деятельность",2532488.0,2532488.0,2532488.0,604456.0,2530683.9,604455.3,2530683.8,1926228.4999999998,99.99988419339043,23.868042020337317,2,False,True,False,2.0,11.0,207.0
213,Министерство индустрии и инфраструктурного развития Республики Казахстан,2532488.0,2532488.0,2532488.0,604456.0,2530683.9,604455.3,2530683.8,1926228.4999999998,99.99988419339043,23.868042020337317,3,False,True,False,249.0,2.0,212.0
214,"Прочие услуги в сфере промышленности, архитектурной, градостроительной и строительной деятельности",649726.0,649726.0,649726.0,0.0,649726.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,9.0,11.0,207.0
215,Министерство торговли и интеграции Республики Казахстан,649726.0,649726.0,649726.0,0.0,649726.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,211.0,9.0,214.0
216,Транспорт и коммуникации,647241258.0,835381644.0,835381644.0,323393075.7,652332760.7,323382658.938,520949386.88,197566727.94199997,99.99677891619126,38.710769055155346,1,False,True,False,12.0,2.0,2.0
217,Автомобильный транспорт,432852673.0,536377865.0,536377865.0,200265645.2,441110918.0,200266480.234,317069128.484,116802648.25000003,100.00041696317868,37.33682787860755,2,False,True,False,1.0,12.0,216.0
218,Министерство индустрии и инфраструктурного развития Республики Казахстан,432852673.0,536377865.0,536377865.0,200265645.2,441110918.0,200266480.234,317069128.484,116802648.25000003,100.00041696317868,37.33682787860755,3,False,True,False,249.0,1.0,217.0
219,Водный транспорт,19543556.0,19326647.0,19326647.0,12253612.0,18435105.0,12253611.3,18435105.0,6181493.699999999,99.99999428739869,63.402675590856504,2,False,True,False,3.0,12.0,216.0
220,Министерство индустрии и инфраструктурного развития Республики Казахстан,19543556.0,19326647.0,19326647.0,12253612.0,18435105.0,12253611.3,18435105.0,6181493.699999999,99.99999428739869,63.402675590856504,3,False,True,False,249.0,3.0,219.0
221,Воздушный транспорт,6315958.0,7194170.0,7194170.0,2250000.0,2250000.0,2250000.0,2250000.0,0.0,100.0,31.275324325113253,2,False,True,False,4.0,12.0,216.0
222,Министерство индустрии и инфраструктурного развития Республики Казахстан,6315958.0,7194170.0,7194170.0,2250000.0,2250000.0,2250000.0,2250000.0,0.0,100.0,31.275324325113253,3,False,True,False,249.0,4.0,221.0
223,Железнодорожный транспорт,76777666.0,149375310.0,149375310.0,78850013.5,95046906.5,78850013.386,87825385.06,8975371.673999995,99.99999985542172,52.786510291426346,2,False,True,False,5.0,12.0,216.0
224,Министерство индустрии и инфраструктурного развития Республики Казахстан,76777666.0,149375310.0,149375310.0,78850013.5,95046906.5,78850013.386,87825385.06,8975371.673999995,99.99999985542172,52.786510291426346,3,False,True,False,249.0,5.0,223.0
225,Прочие услуги в сфере транспорта и коммуникаций,111751405.0,123107652.0,123107652.0,29773805.0,95489831.2,29762554.018,95369768.336,65607214.317999996,99.96221181001219,24.17603904751591,2,False,True,False,9.0,12.0,216.0
226,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",111751405.0,114805589.0,114805589.0,29746765.0,87187768.2,29735514.018,87067705.336,57332191.317999996,99.96217746030534,25.900754725451563,3,False,True,False,223.0,9.0,225.0
227,Министерство индустрии и инфраструктурного развития Республики Казахстан,0.0,8302063.0,8302063.0,27040.0,8302063.0,27040.0,8302063.0,8275023.0,100.0,0.32570217788036543,3,False,True,False,249.0,9.0,225.0
228,Прочие,1405291377.0,1014836534.0,955241870.7,501839247.6,721474686.6,501344838.135,545728960.293,44384122.15799999,99.90148051046934,52.483549299154475,1,False,True,False,13.0,2.0,2.0
229,Регулирование экономической деятельности,10543937.0,10675128.0,10675128.0,3861680.5,10488432.0,3544347.126,8351793.208,4807446.0819999995,91.78250572516292,33.20191688568044,2,False,True,False,1.0,13.0,228.0
230,Министерство иностранных дел Республики Казахстан,3543907.0,3539175.0,3539175.0,1460670.0,3352479.0,1143336.753,2747330.91,1603994.1570000001,78.27481587216826,32.30517713873996,3,False,True,False,204.0,1.0,229.0
231,Министерство торговли и интеграции Республики Казахстан,7000030.0,7135953.0,7135953.0,2401010.5,7135953.0,2401010.373,5604462.298,3203451.9250000003,99.99999471056042,33.64666741779269,3,False,True,False,211.0,1.0,229.0
232,Поддержка предпринимательской деятельности и защита конкуренции,185718964.0,243666380.0,243666380.0,219529007.6,243660645.0,219487905.572,220906370.82,1418465.247999996,99.98127717678436,90.07722180302427,2,False,True,False,3.0,13.0,228.0
233,Министерство национальной экономики Республики Казахстан  ,185718964.0,243666380.0,243666380.0,219529007.6,243660645.0,219487905.572,220906370.82,1418465.247999996,99.98127717678436,90.07722180302427,3,False,True,False,243.0,3.0,232.0
234,Прочие,1209028476.0,760495026.0,700900362.7,278448559.5,467325609.6,278312585.437,316470796.265,38158210.82800001,99.95116725931562,39.707867230213374,2,False,True,False,9.0,13.0,228.0
235,Министерство по чрезвычайным ситуациям Республики Казахстан,8999977.0,15348008.0,15348008.0,3412037.0,10100681.0,3353112.824,6190809.971,2837697.147,98.2730499112407,21.847218375179374,3,False,True,False,202.0,9.0,234.0
236,Министерство иностранных дел Республики Казахстан,845741.0,2290402.0,1984713.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,204.0,9.0,234.0
237,Министерство финансов Республики Казахстан,1035217780.0,425987952.0,366868691.3,165813990.1,165937940.0,165813990.035,165813990.035,0.0,99.99999996079944,45.19709475546625,3,False,True,False,217.0,9.0,234.0
238,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",28770737.0,31610879.0,31610879.0,7400320.0,23926207.0,7326065.764,23851953.03,16525887.266,98.99660776831273,23.175773644257095,3,False,True,False,223.0,9.0,234.0
239,Министерство национальной экономики Республики Казахстан  ,112418476.0,219996073.0,219826359.0,78135529.4,217954653.6,78133395.34,78135904.227,2508.8869999945164,99.99726877130495,35.54323316613728,3,False,True,False,243.0,9.0,234.0
240,Министерство индустрии и инфраструктурного развития Республики Казахстан,6665.0,15862249.0,15862249.0,2780.0,6665.0,2777.08,6664.992,3887.9120000000003,99.89496402877698,0.017507479550976663,3,False,True,False,249.0,9.0,234.0
241,Управление Делами Президента Республики Казахстан,22769100.0,49399463.0,49399463.0,23683903.0,49399463.0,23683244.394,42471474.01,18788229.615999997,99.99721918300375,47.94231142553109,3,False,True,False,694.0,9.0,234.0
242,Обслуживание долга,1759017679.0,1842725170.0,1842725170.0,1054166937.6,1074439179.1,1054166937.462,1054166937.462,0.0,99.99999998690909,57.20695384336667,1,False,True,False,14.0,2.0,2.0
243,Обслуживание долга,1759017679.0,1842725170.0,1842725170.0,1054166937.6,1074439179.1,1054166937.462,1054166937.462,0.0,99.99999998690909,57.20695384336667,2,False,True,False,1.0,14.0,242.0
244,Министерство финансов Республики Казахстан,1759017679.0,1842725170.0,1842725170.0,1054166937.6,1074439179.1,1054166937.462,1054166937.462,0.0,99.99999998690909,57.20695384336667,3,False,True,False,217.0,1.0,243.0
245,Трансферты,4995054752.0,4995054752.0,4995054752.0,2537943314.5,4918803651.0,2537943314.5,2537943314.5,0.0,100.0,50.80911902885183,1,False,True,False,15.0,2.0,2.0
246,Трансферты,4995054752.0,4995054752.0,4995054752.0,2537943314.5,4918803651.0,2537943314.5,2537943314.5,0.0,100.0,50.80911902885183,2,False,True,False,1.0,15.0,245.0
247,Министерство финансов Республики Казахстан,4995054752.0,4995054752.0,4995054752.0,2537943314.5,4918803651.0,2537943314.5,2537943314.5,0.0,100.0,50.80911902885183,3,False,True,False,217.0,1.0,246.0
248,IV. САЛЬДО ПО ОПЕРАЦИЯМ С ФИНАНСОВЫМИ АКТИВАМИ,138734638.0,208212300.0,208212300.0,135553278.6,135553278.6,135135372.558,135135372.558,0.0,99.69170347901863,64.9026846915384,0,False,True,False,4.0,,
249,ПРИОБРЕТЕНИЕ ФИНАНСОВЫХ АКТИВОВ,138734638.0,208212300.0,208212300.0,135553278.6,135553278.6,135135372.558,135135372.558,0.0,99.69170347901863,64.9026846915384,1,False,True,False,1.0,4.0,248.0
250,Государственные услуги общего характера,142220.0,142220.0,142220.0,135372.6,135372.6,135372.558,135372.558,0.0,99.9999689745192,95.1853171143299,2,False,True,False,1.0,1.0,249.0
251,Финансовая деятельность,142220.0,142220.0,142220.0,135372.6,135372.6,135372.558,135372.558,0.0,99.9999689745192,95.1853171143299,3,False,True,False,2.0,1.0,250.0
252,Министерство финансов Республики Казахстан,142220.0,142220.0,142220.0,135372.6,135372.6,135372.558,135372.558,0.0,99.9999689745192,95.1853171143299,4,False,True,False,217.0,2.0,251.0
253,Образование,2917807.0,2917807.0,2917807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,4.0,1.0,249.0
254,Высшее и послевузовское образование,2917807.0,2917807.0,2917807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,6.0,4.0,253.0
255,Министерство науки и высшего образования Республики Казахстан,2917807.0,2917807.0,2917807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,227.0,6.0,254.0
