id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded,parentCode,parent_id
1,1.0,I. ДОХОДЫ,17543276102.0,19063995118.0,19063995118.0,13921896822.0,0.0,12892052684.602,0.0,0.0,92.60270241501435,67.62513630959481,0,False,True,False,,
2,1.0,НАЛОГОВЫЕ ПОСТУПЛЕНИЯ,13559036264.0,14279036264.0,14279036264.0,10106076009.0,0.0,8908365022.018,0.0,0.0,88.14860499846453,62.387719012084716,1,False,True,False,1.0,1.0
3,1.0,Налоговые поступления,13559036264.0,14279036264.0,14279036264.0,10106076009.0,0.0,8908365022.018,0.0,0.0,88.14860499846453,62.387719012084716,2,False,True,False,1.0,2.0
4,1.0,Подоходный налог,4765770732.0,4965770732.0,4965770732.0,3249348849.0,0.0,2430732333.501,0.0,0.0,74.80675195121223,48.94974948877684,3,False,True,False,1.0,3.0
5,1.0,Корпоративный подоходный налог,4765770732.0,4965770732.0,4965770732.0,3249348849.0,0.0,2430732333.501,0.0,0.0,74.80675195121223,48.94974948877684,4,False,True,False,1.0,4.0
6,5.0,"Внутренние налоги на товары, работы и услуги",6620093635.0,7140093635.0,7140093635.0,5250927232.0,0.0,4953003532.029,0.0,0.0,94.32626492792731,69.3688876536561,3,False,True,False,1.0,3.0
7,1.0,Hалог на добавленную стоимость,5509701023.0,5823701023.0,5823701023.0,4282905126.0,0.0,4105366348.567,0.0,0.0,95.85471141176522,70.49411246136013,4,False,True,False,5.0,6.0
8,2.0,Акцизы,168870629.0,168870629.0,168870629.0,107876076.0,0.0,116644759.085,0.0,0.0,108.12847798153132,69.07344384025478,4,False,True,False,5.0,6.0
9,3.0,Поступления за использование природных и других ресурсов,922435946.0,1128435946.0,1128435946.0,844088124.0,0.0,709524058.255,0.0,0.0,84.05805485008814,62.87676857247154,4,False,True,False,5.0,6.0
10,4.0,Сборы за ведение предпринимательской и профессиональной деятельности,6496440.0,6496440.0,6496440.0,4965004.0,0.0,9661124.786,0.0,0.0,194.58443106994477,148.71413860514375,4,False,True,False,5.0,6.0
11,5.0,Налог на игорный бизнес,12589597.0,12589597.0,12589597.0,11092902.0,0.0,11807241.336,0.0,0.0,106.43960738136873,93.78569731819056,4,False,True,False,5.0,6.0
12,6.0,Hалоги на международную торговлю и внешние операции,2167624788.0,2167624788.0,2167624788.0,1601811299.0,0.0,1512024403.243,0.0,0.0,94.39466460168852,69.75489538658108,3,False,True,False,1.0,3.0
13,1.0,Таможенные платежи,2123791357.0,2123791357.0,2123791357.0,1570674143.0,0.0,1473480175.09,0.0,0.0,93.8119584929081,69.37970484875648,4,False,True,False,6.0,12.0
14,2.0,Прочие налоги на международную торговлю и операции,43833431.0,43833431.0,43833431.0,31137156.0,0.0,38544228.153,0.0,0.0,123.7885314670357,87.93340442138786,4,False,True,False,6.0,12.0
15,7.0,Прочие налоги,0.0,0.0,0.0,0.0,0.0,1438734.515,0.0,0.0,0.0,0.0,3,False,True,False,1.0,3.0
16,1.0,Прочие налоги,0.0,0.0,0.0,0.0,0.0,1438734.515,0.0,0.0,0.0,0.0,4,False,True,False,7.0,15.0
17,8.0,"Обязательные платежи, взимаемые за совершение юридически значимых действий и (или) выдачу документов уполномоченными на то государственными органами или должностными лицами",5547109.0,5547109.0,5547109.0,3988629.0,0.0,11166018.73,0.0,0.0,279.94628555325653,201.2943810911233,3,False,True,False,1.0,3.0
