id,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded,code,month
3,Оборона,1099024059.4,1235265795.7,1242617836.9,787602755.5,974387998.7,784379755.985,902350367.55,117970611.56499994,99.59078361617031,63.12316890137504,0,True,True,False,2.0,09.2023
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1363759501.0,1599106809.5,1601424275.9,1024771358.5,1373259606.9,992907433.963,1164763408.575,171855974.612,96.89063084436313,62.00152257620712,0,True,True,False,3.0,09.2023
5,Образование,6215800341.0,6395567356.7,5858218338.4,3950877208.0,5413558456.6,3939387100.706,4695546910.989,756159810.2830005,99.70917579339762,67.24548101738945,0,True,True,False,4.0,09.2023
6,Здравоохранение,2335291942.0,2542550216.2,2490332542.5,1659216507.8,1868497477.8,1658101092.576,1755039180.638,96938088.06200004,99.93277458253601,66.58151328301972,0,True,True,False,5.0,09.2023
7,Социальная помощь и социальное обеспечение,5312107080.4,5420767754.2,5382260468.8,3935622993.9,4115964708.5,3934955893.885,3978234118.441,43278224.555999756,99.98304969718812,73.10972623296912,0,True,True,False,6.0,09.2023
8,Жилищно-коммунальное хозяйство,1560204086.7,2657335254.4,2102412136.0,1133684722.0,2073794446.7,1122148492.843,1709408298.484,587259805.641,98.98241292899773,53.374334823712225,0,True,True,False,7.0,09.2023
9,"Культура, спорт, туризм и информационное пространство",751543684.3,895116998.0,894051906.1,599962999.0,832629054.7,591272191.598,725962685.82,134690494.222,98.55144276955654,66.13398926436224,0,True,True,False,8.0,09.2023
10,Топливно-энергетический комплекс и недропользование,205358597.0,443157110.4,348936457.0,222196847.7,348387019.0,217718160.748,321355679.209,103637518.461,97.98436071512279,62.39478746928413,0,True,True,False,9.0,09.2023
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1060562656.2,1370276359.5,1310652578.0,926673472.5,1159632928.6,917593560.804,1019107275.783,101513714.97899997,99.0201606104571,70.0104342070733,0,True,True,False,10.0,09.2023
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",209537558.9,267099279.3,273080263.0,209992160.4,249638872.8,208681614.577,227963838.781,19282224.203999996,99.37590726220272,76.41768478046325,0,True,True,False,11.0,09.2023
13,Транспорт и коммуникации,1474838899.8,2028878188.4,1822962611.6,1218985337.3,1751972458.3,1211802950.457,1599780653.055,387977702.59800005,99.41078972623997,66.47437214268537,0,True,True,False,12.0,09.2023
14,Прочие,1972941131.1,2146229626.9,1767483285.9,1252849071.4,1530836758.4,1243991449.684,1426596516.369,182605066.68499994,99.29300169364359,70.38207713803423,0,True,True,False,13.0,09.2023
15,Обслуживание долга,1819380632.0,1901587207.7,1901587207.7,1614320373.4,1621053010.4,1614160884.753,1614160884.753,0.0,99.99012038442753,84.88492550943026,0,True,True,False,14.0,09.2023
16,Погашение займов,2711191578.0,2695159507.2,2695159507.2,2098242165.8,2120661348.0,2098242137.597,2098242137.597,0.0,99.99999865587488,77.85224332703272,0,True,True,False,16.0,09.2023
1,Итого,29330118273.0,33126971488.9,31319534512.3,24078153435.9,27844899331.9,23679978520.363,25933909709.308,2253931188.9449997,98.3463228748126,75.60769624805008,0,True,True,False,,10.2023
2,Государственные услуги общего характера,1238576525.2,1425880751.7,1506503278.0,1131244137.9,1310910804.9,1103280947.228,1213460549.656,110179602.42799997,97.52810293241298,73.2345533753296,0,True,True,False,1.0,10.2023
3,Оборона,1099024059.4,1236874634.3,1226687750.7,861670561.4,998257216.3,853434350.802,954985690.01,101551339.20799994,99.0441578293428,69.57225669816906,0,True,True,False,2.0,10.2023
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1363759501.0,1605525965.7,1622393179.7,1190627830.4,1459807006.3,1129814630.393,1289036272.156,159221641.763,94.89234180032818,69.6387684890241,0,True,True,False,3.0,10.2023
5,Образование,6215800341.0,6401748634.9,5868562289.2,4449652664.2,5584853383.1,4415110921.079,5055281779.643,640170858.5639992,99.22372046252266,75.23326333613589,0,True,True,False,4.0,10.2023
6,Здравоохранение,2335291942.0,2542574403.4,2503748037.3,1861702928.0,2011165851.4,1841280119.004,1910114627.974,68834508.97000003,98.90300387409607,73.54095106908622,0,True,True,False,5.0,10.2023
7,Социальная помощь и социальное обеспечение,5312107080.4,5419894248.9,5379508255.2,4398936777.6,4533704690.4,4395180032.041,4427376694.4,32196662.358999252,99.91459878263925,81.70226391589756,0,True,True,False,6.0,10.2023
8,Жилищно-коммунальное хозяйство,1560204086.7,2685580300.3,2141599796.1,1406664431.2,2102868429.8,1290968642.644,1786669304.026,495700661.38199997,91.77516783748474,60.28057366249953,0,True,True,False,7.0,10.2023
9,"Культура, спорт, туризм и информационное пространство",751543684.3,902072918.6,907429535.4,666182344.3,860153011.9,651337599.267,707862408.611,56524809.34399998,97.7716693995248,71.77831157764626,0,True,True,False,8.0,10.2023
10,Топливно-энергетический комплекс и недропользование,205358597.0,450152916.1,353803370.9,252322202.8,347514746.1,246617650.658,322913208.458,76295557.80000001,97.73917947818423,69.70472045833185,0,True,True,False,9.0,10.2023
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1060562656.2,1375313120.0,1314344331.9,1076119247.0,1249549685.6,1040821838.308,1122724718.14,81902879.83200014,96.71993519394788,79.18943408105247,0,True,True,False,10.0,10.2023
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",209537558.9,269330640.5,282754446.6,221993125.3,256171108.7,219419743.843,243396048.792,23976304.949,98.84078326591313,77.60081105051664,0,True,True,False,11.0,10.2023
13,Транспорт и коммуникации,1474838899.8,2055675201.5,1846870652.3,1374514439.3,1704195654.0,1333485319.066,1599282069.122,265796750.056,97.01500987833239,72.20242074913824,0,True,True,False,12.0,10.2023
14,Прочие,1972941131.1,2157239270.1,1771401856.1,1336169171.5,1551759569.7,1308905538.482,1450485150.772,141579612.28999996,97.9595672763956,73.89094315186883,0,True,True,False,13.0,10.2023
15,Обслуживание долга,1819380632.0,1900447827.5,1895267077.5,1728322302.2,1729537718.7,1728289916.259,1728289916.259,0.0,99.99812616310287,91.18978199836324,0,True,True,False,14.0,10.2023
16,Погашение займов,2711191578.0,2698660655.4,2698660655.4,2122031272.8,2144450455.0,2122031271.289,2122031271.289,0.0,99.99999992879465,78.63275684709862,0,True,True,False,16.0,10.2023
1,Итого,29330118273.0,33094302187.0,31270223349.2,27666600634.6,29638831434.6,26804266760.226,28303711473.978,1499444713.751999,96.88312313549805,85.71818135386535,0,True,True,False,,11.2023
2,Государственные услуги общего характера,1238576525.2,1437974704.5,1509882217.6,1311725749.7,1429702784.9,1236622768.446,1333289509.903,96666741.45700002,94.27449058835839,81.90193606039328,0,True,True,False,1.0,11.2023
3,Оборона,1099024059.4,1235649840.8,1223488513.5,1017284717.8,1091914778.8,938730035.903,1020297281.439,81567245.53600001,92.2780043263715,76.72569260316149,0,True,True,False,2.0,11.2023
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1363759501.0,1606275112.8,1625992233.8,1432927221.8,1528439654.9,1295324091.236,1407976890.995,112652799.75899982,90.3970607529427,79.66360873746507,0,True,True,False,3.0,11.2023
5,Образование,6215800341.0,6402493238.5,5874368115.0,5178496857.1,5706225848.4,5085094540.937,5389693160.601,304598619.66399956,98.19634309452287,86.56411109055941,0,True,True,False,4.0,11.2023
6,Здравоохранение,2335291942.0,2540262385.7,2521311229.1,2096899834.7,2182043166.0,2053498427.851,2105263456.459,51765028.60800004,97.93021077445937,81.44565431471985,0,True,True,False,5.0,11.2023
7,Социальная помощь и социальное обеспечение,5312107080.4,5392722292.0,5348895730.7,4860169795.0,4941204163.7,4850644760.053,4871330824.59,20686064.536999702,99.80401847365911,90.68497507275592,0,True,True,False,6.0,11.2023
8,Жилищно-коммунальное хозяйство,1560204086.7,2679083369.2,2120967639.5,1742159908.6,2105062562.0,1540379183.364,1880081798.415,339702615.0509999,88.41778391065428,72.62624637343035,0,True,True,False,7.0,11.2023
9,"Культура, спорт, туризм и информационное пространство",751543684.3,897015763.3,902641260.1,770737085.0,880181089.9,729728921.389,796303340.189,66574418.79999995,94.67935766825079,80.84373644831572,0,True,True,False,8.0,11.2023
10,Топливно-энергетический комплекс и недропользование,205358597.0,448941709.5,358405874.6,306046066.4,357995522.8,290302871.656,341941974.628,51639102.972,94.85593952270449,80.99835751297141,0,True,True,False,9.0,11.2023
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1060562656.2,1373743427.6,1356779703.4,1230664249.1,1309597701.1,1190101425.618,1245306051.507,55204625.88899994,96.70398945027743,87.71515542543014,0,True,True,False,10.0,11.2023
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",209537558.9,270093193.5,282504756.2,264066100.3,279158782.8,252301561.184,270496202.846,18194641.66200003,95.54485066328674,89.30878353261508,0,True,True,False,11.0,11.2023
13,Транспорт и коммуникации,1474838899.8,2058689742.1,1844231752.5,1561701832.2,1814366269.1,1496567213.176,1702064414.835,205497201.65899992,95.82925385108607,81.14854389353651,0,True,True,False,12.0,11.2023
14,Прочие,1972941131.1,2149878064.8,1731130782.5,1524599277.9,1631091765.3,1475882206.287,1570577814.445,94695608.15799999,96.80459827581032,85.25538458484434,0,True,True,False,13.0,11.2023
15,Обслуживание долга,1819380632.0,1900573665.5,1868717863.5,1809312889.9,1810294127.9,1809279705.927,1809279705.927,0.0,99.99816593508037,96.81930810776991,0,True,True,False,14.0,11.2023
16,Погашение займов,2711191578.0,2700905677.2,2700905677.2,2559809049.1,2571553217.0,2559809047.199,2559809047.199,0.0,99.99999992573665,94.77595122287745,0,True,True,False,16.0,11.2023
1,Итого,29330118273.0,32806597892.1,30959842396.1,30959842396.1,30959842396.1,30596064087.878,30683321103.478,87257015.60000229,98.82499948298243,98.82499948298243,0,True,True,False,,12.2023
2,Государственные услуги общего характера,1238576525.2,1434151235.6,1518706684.9,1518706684.9,1518706684.9,1489259501.718,1492454068.105,3194566.387000084,98.06103551957835,98.06103551957835,0,True,True,False,1.0,12.2023
3,Оборона,1099024059.4,1225057807.4,1178698089.7,1178698089.7,1178698089.7,1169572161.532,1174415750.973,4843589.440999985,99.22576202950133,99.22576202950133,0,True,True,False,2.0,12.2023
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1363759501.0,1604777228.2,1629404122.4,1629404122.4,1629404122.4,1611950545.943,1622547481.847,10596935.903999805,98.92883685409535,98.92883685409535,0,True,True,False,3.0,12.2023
5,Образование,6215800341.0,6319047605.8,5834069458.3,5834069458.3,5834069458.3,5810567319.614,5822756604.508,12189284.894000053,99.59715702985736,99.59715702985736,0,True,True,False,4.0,12.2023
6,Здравоохранение,2335291942.0,2528271074.7,2520043596.9,2520043596.9,2520043596.9,2503067596.659,2506299029.297,3231432.6380000114,99.32636085098358,99.32636085098358,0,True,True,False,5.0,12.2023
7,Социальная помощь и социальное обеспечение,5312107080.4,5357972487.3,5316492089.3,5316492089.3,5316492089.3,5312781631.629,5314704351.147,1922719.5180006027,99.93020853584137,99.93020853584137,0,True,True,False,6.0,12.2023
8,Жилищно-коммунальное хозяйство,1560204086.7,2579079535.0,2010076404.6,2010076404.6,2010076404.6,1957787569.988,1980784048.391,22996478.403000116,97.39866432478196,97.39866432478196,0,True,True,False,7.0,12.2023
9,"Культура, спорт, туризм и информационное пространство",751543684.3,888009505.3,888898431.3,888898431.3,888898431.3,878172375.665,882744601.38,4572225.715000033,98.79333169490317,98.79333169490317,0,True,True,False,8.0,12.2023
10,Топливно-энергетический комплекс и недропользование,205358597.0,449167894.1,351579031.5,351579031.5,351579031.5,343550373.89,347507221.005,3956847.1150000095,97.71640032804402,97.71640032804402,0,True,True,False,9.0,12.2023
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1060562656.2,1362637444.9,1386829837.8,1386829837.8,1386829837.8,1374537906.698,1379475142.625,4937235.927000046,99.1136669570436,99.1136669570436,0,True,True,False,10.0,12.2023
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",209537558.9,267201318.0,277341380.9,277341380.9,277341380.9,275451453.524,275568097.3,116643.77600002289,99.31855557585133,99.31855557585133,0,True,True,False,11.0,12.2023
13,Транспорт и коммуникации,1474838899.8,2029578609.7,1821398110.3,1821398110.3,1821398110.3,1801442084.724,1805789234.136,4347149.411999941,98.90435674314425,98.90435674314425,0,True,True,False,12.0,12.2023
14,Прочие,1972941131.1,2131781047.1,1636367445.2,1636367445.2,1636367445.2,1581961280.175,1592313186.645,10351906.470000029,96.67518654293747,96.67518654293747,0,True,True,False,13.0,12.2023
15,Обслуживание долга,1819380632.0,1900848475.6,1867498198.6,1867498198.6,1867498198.6,1865648997.648,1865648997.648,0.0,99.90097977318607,99.90097977318607,0,True,True,False,14.0,12.2023
16,Погашение займов,2711191578.0,2729016623.4,2722439514.4,2722439514.4,2722439514.4,2620313288.471,2620313288.471,0.0,96.24872378655922,96.24872378655922,0,True,True,False,16.0,12.2023
1,Итого,34443754232.0,34444566166.0,32774941677.0,2227962764.6,12659103358.9,2170028015.889,4529551380.742,2359523364.8529997,97.39965363732632,6.620997337767437,0,True,True,False,,01.2024
2,Государственные услуги общего характера,1404718657.8,1404846514.8,1407497688.2,75939791.7,554734766.9,65682700.929,248351401.131,182668700.20200002,86.49312759307976,4.666629400507174,0,True,True,False,1.0,01.2024
3,Оборона,1268934771.9,1268934771.9,1268934771.9,25130794.5,240888258.8,22722670.673,108736295.017,86013624.34400001,90.41763750445693,1.790688629248997,0,True,True,False,2.0,01.2024
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1606151117.0,1606151117.0,1606151117.0,92790449.4,457948473.3,80460672.01,140739780.818,60279108.80799998,86.71223442743667,5.0095331104514,0,True,True,False,3.0,01.2024
5,Образование,7338423165.0,7338423165.0,6540986035.3,289964497.7,4325737149.6,279359947.366,1238301157.939,958941210.573,96.34281078610817,4.270914902712939,0,True,True,False,4.0,01.2024
6,Здравоохранение,2757593261.0,2757593261.0,2709623774.0,263432601.6,539952831.0,262424336.479,331239943.711,68815607.23200002,99.61725879223903,9.684899394413122,0,True,True,False,5.0,01.2024
7,Социальная помощь и социальное обеспечение,6197164450.8,6197186450.8,6165941425.8,484492434.2,954049863.6,483262750.087,507806969.321,24544219.233999968,99.7461912661174,7.837615000118155,0,True,True,False,6.0,01.2024
8,Жилищно-коммунальное хозяйство,2017725307.7,2018167228.2,1585982800.2,25456846.9,1191142000.5,21648017.229,166530894.02,144882876.791,85.03809334297407,1.3649591424490908,0,True,True,False,7.0,01.2024
9,"Культура, спорт, туризм и информационное пространство",1022748011.0,1022831854.6,1022652359.6,37806450.4,656326447.9,31864037.979,158300857.388,126436819.40900001,84.28201442312606,3.115823053638999,0,True,True,False,8.0,01.2024
10,Топливно-энергетический комплекс и недропользование,337029387.0,337029387.0,277173209.0,8464672.0,157243504.0,6413972.698,44277348.25,37863375.552,75.77343455245519,2.314066616012661,0,True,True,False,9.0,01.2024
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1432616673.7,1432623673.7,1378051403.7,44731984.2,721052676.0,39877051.139,118275828.221,78398777.082,89.14661813503903,2.893727406099082,0,True,True,False,10.0,01.2024
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",187519921.7,187527021.7,184194397.7,1659704.9,45849739.8,1387275.203,8358896.428,6971621.225000001,83.58565447387666,0.7531581960812265,0,True,True,False,11.0,01.2024
13,Транспорт и коммуникации,1884594926.0,1884717138.9,1797533525.6,28976366.7,1320762085.7,28203126.863,466463276.941,438260150.078,97.33148104796729,1.5689903115206745,0,True,True,False,12.0,01.2024
14,Прочие,1643047432.4,1643047432.4,1484732020.0,24174795.4,516417903.8,22122309.122,167569583.445,145447274.32299998,91.50980910473395,1.4899866658765804,0,True,True,False,13.0,01.2024
15,Обслуживание долга,2074437866.0,2074437866.0,2074437866.0,194962110.0,215945211.0,194756238.763,194756238.763,0.0,99.89440448864654,9.38838622043356,0,True,True,False,14.0,01.2024
16,Погашение займов,3271049283.0,3271049283.0,3271049283.0,629979265.0,761052447.0,629842909.349,629842909.349,0.0,99.9783555334952,19.255072450982695,0,True,True,False,16.0,01.2024
1,Итого,34443754232.0,34476106053.6,32832901449.9,5123606712.0,16049699817.5,4982816364.786,8867999860.661,3885183495.874999,97.25212423341833,15.176290077163365,0,True,True,False,,02.2024
2,Государственные услуги общего характера,1404718657.8,1406339511.7,1493463922.2,301493341.3,746366308.1,272406177.433,512473504.742,240067327.30899996,90.3523030586414,18.23989005584564,0,True,True,False,1.0,02.2024
3,Оборона,1268934771.9,1269347827.9,1272014999.9,138804853.5,362830373.3,131322161.594,238592325.58,107270163.98600002,94.60920009832365,10.323947563851364,0,True,True,False,2.0,02.2024
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1606151117.0,1608872135.8,1608873035.8,206840026.0,602160311.9,186203189.198,275022129.863,88818940.66499996,90.02280303232993,11.573516682465367,0,True,True,False,3.0,02.2024
5,Образование,7338423165.0,7343971389.2,6546640304.6,804774914.1,4774302411.8,787742031.661,2208695398.379,1420953366.7180002,97.88352219476818,12.032767878013592,0,True,True,False,4.0,02.2024
6,Здравоохранение,2757593261.0,2742623140.3,2695600462.1,610259874.3,944860516.3,603112077.467,747795253.219,144683175.75199997,98.82872901627378,22.3739417597943,0,True,True,False,5.0,02.2024
7,Социальная помощь и социальное обеспечение,6197164450.8,6197510931.5,6166474471.2,982049665.3,1443460330.6,980067407.714,1043718093.284,63650685.57000005,99.79815098400401,15.893480339395264,0,True,True,False,6.0,02.2024
8,Жилищно-коммунальное хозяйство,2017725307.7,2035564264.3,1616304120.2,117824384.7,1516143771.2,107730322.397,514141035.345,406410712.948,91.43295988457642,6.665225996186259,0,True,True,False,7.0,02.2024
9,"Культура, спорт, туризм и информационное пространство",1022748011.0,1030479326.2,1032300788.4,135763199.9,749528218.8,118566377.062,356010385.656,237444008.594,87.33322222025794,11.485642401355742,0,True,True,False,8.0,02.2024
10,Топливно-энергетический комплекс и недропользование,337029387.0,338985110.9,280372712.4,29371352.6,254840483.8,27976824.326,137002082.479,109025258.153,95.25208017147975,9.978440514598383,0,True,True,False,9.0,02.2024
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1432616673.7,1425576185.1,1380080606.8,209511651.7,831648076.9,195344051.372,357593946.916,162249895.544,93.23779836918732,14.154539264553922,0,True,True,False,10.0,02.2024
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",187519921.7,188097043.0,184788071.2,7943964.4,55711066.1,7602419.995,19551820.405,11949400.41,95.7005798641293,4.114129199807352,0,True,True,False,11.0,02.2024
13,Транспорт и коммуникации,1884594926.0,1890378660.6,1809071091.3,178298660.6,1502833945.4,174611058.782,808436091.391,633825032.609,97.93178378032079,9.651973303963658,0,True,True,False,12.0,02.2024
14,Прочие,1643047432.4,1649390499.8,1397946836.5,196090600.2,919378177.9,185552082.08,444387609.697,258835527.617,94.62568929400422,13.273185877694857,0,True,True,False,13.0,02.2024
15,Обслуживание долга,2074437866.0,2074488406.9,2074488406.9,440388107.0,461260708.0,440388075.665,440388075.665,0.0,99.99999288468524,21.22875568743676,0,True,True,False,14.0,02.2024
16,Погашение займов,3271049283.0,3274481620.4,3274481620.4,764192116.4,884375117.4,764192108.04,764192108.04,0.0,99.99999890603425,23.337804166591987,0,True,True,False,16.0,02.2024
1,Итого,34443754232.0,34782192754.0,33215584028.7,7536049340.6,18111347724.6,7340186776.757,11602545074.818,4262358298.061001,97.40099148783696,22.09862325592317,0,True,True,False,,03.2024
2,Государственные услуги общего характера,1404718657.8,1416464494.0,1518274703.0,393014762.8,813505871.7,371679201.367,621394291.185,249715089.81799996,94.57130788650365,24.480365814736228,0,True,True,False,1.0,03.2024
3,Оборона,1268934771.9,1278897228.5,1283466554.1,182373948.9,417290167.0,181359400.38,323146892.921,141787492.541,99.44369877051008,14.130434470664794,0,True,True,False,2.0,03.2024
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1606151117.0,1624804187.3,1627290117.3,316857076.3,785529494.1,303440012.873,439139938.167,135699925.29399997,95.76557873231883,18.646952356379312,0,True,True,False,3.0,03.2024
5,Образование,7338423165.0,7377113145.6,6579881404.0,1256990410.5,5015005378.2,1249267829.683,2640669252.118,1391401422.435,99.38562929736847,18.98617547914394,0,True,True,False,4.0,03.2024
6,Здравоохранение,2757593261.0,2759540118.0,2712616651.6,774310355.1,1109033076.5,650524359.565,806725040.564,156200680.99899995,84.0133875622762,23.98143354245419,0,True,True,False,5.0,03.2024
7,Социальная помощь и социальное обеспечение,6197164450.8,6202558431.9,6171817068.5,1473301927.2,1901492392.7,1471126381.661,1540516311.492,69389929.83100009,99.85233539040198,23.83619548883588,0,True,True,False,6.0,03.2024
8,Жилищно-коммунальное хозяйство,2017725307.7,2148709711.0,1744036883.8,193163166.0,1594298845.9,188066319.658,730693355.803,542627036.145,97.36137771628779,10.783391188850956,0,True,True,False,7.0,03.2024
9,"Культура, спорт, туризм и информационное пространство",1022748011.0,1048501876.0,1051168907.9,197331068.0,870055051.0,193276397.706,466135706.716,272859309.01,97.94524484406074,18.386806939726075,0,True,True,False,8.0,03.2024
10,Топливно-энергетический комплекс и недропользование,337029387.0,341986607.6,282584672.2,47361523.3,259931807.2,45790161.83,176996093.439,131205931.60900001,96.6821982053943,16.204050090017585,0,True,True,False,9.0,03.2024
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1432616673.7,1440719610.0,1398555265.1,341869699.0,912512808.9,340977770.227,525508246.463,184530476.236,99.73910271205403,24.38071478016418,0,True,True,False,10.0,03.2024
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",187519921.7,198108090.4,196463741.2,12374518.0,60141005.3,12191282.566,28856917.856,16665635.29,98.51925194985373,6.2053600789314505,0,True,True,False,11.0,03.2024
13,Транспорт и коммуникации,1884594926.0,1938946572.9,1858758306.6,269208726.4,1576176287.0,263355120.748,945215383.074,681860262.326,97.82562559160787,14.168335916126903,0,True,True,False,12.0,03.2024
14,Прочие,1643047432.4,1674607001.5,1401671720.1,302355450.9,937310846.3,293597159.778,582012266.305,288415106.52699995,97.10331297288347,20.946214121881106,0,True,True,False,13.0,03.2024
15,Обслуживание долга,2074437866.0,2074488409.9,2074497581.9,723370045.7,742179298.3,723368718.583,723368718.583,0.0,99.99981653691523,34.86958600937379,0,True,True,False,14.0,03.2024
16,Трансферты,0.0,0.0,57753182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,True,False,15.0,03.2024
17,Погашение займов,3271049283.0,3256747269.4,3256747269.4,1052166662.5,1116885394.5,1052166660.132,1052166660.132,0.0,99.99999977494059,32.307286169179584,0,True,True,False,16.0,03.2024
1,Итого,34443754232.0,35366882782.7,33829643798.8,10219288753.4,20868057975.0,9786680919.942,14706872718.329,4920191798.387001,95.76675203238513,28.929305251180775,0,True,True,False,,04.2024
2,Государственные услуги общего характера,1404718657.8,1444566419.2,1596923356.4,522141520.4,974750229.8,487230635.288,748331789.184,261101153.89600003,93.31390365484522,30.510583575305766,0,True,True,False,1.0,04.2024
3,Оборона,1268934771.9,1284910930.0,1273289699.7,252371622.8,760059716.6,242996703.695,392531633.563,149534929.86800003,96.2852720916133,19.084164723256023,0,True,True,False,2.0,04.2024
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1606151117.0,1637700381.5,1632638408.4,436038209.8,900078327.2,409403745.334,589005209.78,179601464.44599998,93.89171318765467,25.07620445700645,0,True,True,False,3.0,04.2024
5,Образование,7338423165.0,7428951480.8,6616284889.8,1736343029.6,5261173660.2,1722519826.192,3507652850.195,1785133024.0030003,99.20388983211546,26.034547406619744,0,True,True,False,4.0,04.2024
6,Здравоохранение,2757593261.0,2774485312.5,2717424722.1,1051746934.5,1368116877.4,788012417.367,948835434.521,160823017.15400004,74.92414681879922,28.99850034329678,0,True,True,False,5.0,04.2024
7,Социальная помощь и социальное обеспечение,6197164450.8,6210354206.4,6180122274.6,1981599284.1,2373515501.6,1977950534.39,2046525046.116,68574511.72599983,99.81586843822176,32.00503884072456,0,True,True,False,6.0,04.2024
8,Жилищно-коммунальное хозяйство,2017725307.7,2366902763.5,1993350371.5,321469084.9,1886624036.6,294591333.077,938531375.886,643940042.809,91.6390865916824,14.778703096501768,0,True,True,False,7.0,04.2024
9,"Культура, спорт, туризм и информационное пространство",1022748011.0,1074356600.5,1069096950.9,281762820.6,909083426.6,266872072.407,569160181.935,302288109.52799994,94.7151479527033,24.962382708353864,0,True,True,False,8.0,04.2024
10,Топливно-энергетический комплекс и недропользование,337029387.0,357279624.0,299274618.5,60979979.5,281027032.4,58324294.706,199740066.748,141415772.042,95.64498903447483,19.488553689694204,0,True,True,False,9.0,04.2024
11,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",1432616673.7,1466197497.9,1422292074.3,483235225.3,1027522533.5,472967689.703,674011425.728,201043736.02500004,97.87525100418213,33.25390742515227,0,True,True,False,10.0,04.2024
12,"Промышленность, архитектурная, градостроительная и строительная деятельность",187519921.7,202031878.6,200680273.8,17254322.1,68898382.7,15945003.784,35918082.539,19973078.754999995,92.41165020328442,7.945476394900155,0,True,True,False,11.0,04.2024
13,Транспорт и коммуникации,1884594926.0,2049986765.9,1986589947.2,411841077.7,1712115583.6,399125562.792,1120446226.751,721320663.9589999,96.91251902821058,20.090988749567956,0,True,True,False,12.0,04.2024
14,Прочие,1643047432.4,1746974440.0,1461729375.7,386256425.1,993576555.6,374493004.809,659935298.985,285442294.176,96.95450495407177,25.619858985844147,0,True,True,False,13.0,04.2024
15,Обслуживание долга,2074437866.0,2074498738.9,2074507910.9,968323370.5,987933059.1,968322252.705,968322252.705,0.0,99.99988456387257,46.67720222309999,0,True,True,False,14.0,04.2024
16,Трансферты,0.0,0.0,57753182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,True,False,15.0,04.2024
17,Погашение займов,3271049283.0,3247685743.0,3247685743.0,1307925846.5,1363583052.1,1307925843.693,1307925843.693,0.0,99.9999997853854,40.272549353399675,0,True,True,False,16.0,04.2024
1,Итого,34443754232.0,35700282904.7,34194885112.6,13335843121.6,22976168258.9,12695261178.952,17705601775.907,5010340596.955002,95.19653960528035,37.12619924631389,0,True,True,False,,05.2024
2,Государственные услуги общего характера,1404718657.8,1454172071.7,1612995760.4,656664367.5,1141953328.1,619060104.135,872067564.971,253007460.83599997,94.27344238150702,38.37952456747201,0,True,True,False,1.0,05.2024
3,Оборона,1268934771.9,1323029208.5,1306639136.9,416213445.2,608936840.5,361526676.115,499424941.947,137898265.83200002,86.86088358853429,27.66844080399441,0,True,True,False,2.0,05.2024
4,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",1606151117.0,1643057178.0,1637390991.3,563352290.6,1006465063.5,537067735.216,719646028.092,182578292.87600005,95.33425960583108,32.800213148210695,0,True,True,False,3.0,05.2024
5,Образование,7338423165.0,7446699920.8,6632594952.3,2357841929.9,5468887884.5,2330116071.266,4082228435.121,1752112363.855,98.82410019592889,35.13128855332829,0,True,True,False,4.0,05.2024
