id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded,parentCode,parent_id,month
1,1,I. Республиканские инвестиционные проекты - всего,331891636.0,331891636.0,331891636.0,38906584.0,203281111.7,13556269.8,85237885.1,71681615.3,34.843125266407355,4.084546981473195,0,False,True,False,,,01.2023
2,1,Государственные услуги общего характера,45497690.0,45497690.0,45497690.0,10474076.0,11074076.0,10474075.9,10633063.200000001,158987.30000000075,99.99999904526184,23.021115797307512,1,False,True,False,1.0,1.0,01.2023
3,217,Министерство финансов Республики Казахстан,45220730.0,45220730.0,45220730.0,10474076.0,11074076.0,10474075.9,10633063.200000001,158987.30000000075,99.99999904526184,23.162111491787062,2,False,True,False,1.0,2.0,01.2023
4,205,Модернизация и техническое дооснащение пунктов пропуска на границе,45220730.0,45220730.0,45220730.0,10474076.0,11074076.0,10474075.9,10633063.200000001,158987.30000000075,99.99999904526184,23.162111491787062,3,False,True,False,217.0,3.0,01.2023
5,4,За счет внешних займов,43852766.0,43852766.0,43852766.0,10474076.0,10474076.0,10474075.9,10474075.9,0.0,99.99999904526184,23.884641392973936,4,False,True,False,205.0,4.0,01.2023
6,30,За счет средств республиканского бюджета,1367964.0,1367964.0,1367964.0,0.0,600000.0,0.0,158987.3,158987.3,0.0,0.0,4,False,True,False,205.0,4.0,01.2023
7,608,Агентство Республики Казахстан по делам государственной службы,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,1.0,2.0,01.2023
8,17,Создание и развитие информационных систем Агентства Республики Казахстан по делам государственной службы,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,608.0,7.0,01.2023
9,0,,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,17.0,8.0,01.2023
10,693,Управление материально-технического обеспечения ,95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,1.0,2.0,01.2023
11,1,Услуги по обеспечению деятельности Парламента Республики Казахстан,95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,693.0,10.0,01.2023
12,101,"Строительство зданий, сооружений Управления материально-технического обеспечения",95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,1.0,11.0,01.2023
13,2,Оборона,62140240.0,62140240.0,62140240.0,2800.0,45754512.0,0.0,668213.4,668213.4,0.0,0.0,1,False,True,False,1.0,1.0,01.2023
14,202,Министерство по чрезвычайным ситуациям Республики Казахстан,45215872.0,45215872.0,45215872.0,2800.0,44625903.0,0.0,668213.4,668213.4,0.0,0.0,2,False,True,False,2.0,13.0,01.2023
15,6,Строительство и реконструкция объектов защиты от чрезвычайных ситуаций природного и техногенного характера,45215872.0,45215872.0,45215872.0,2800.0,44625903.0,0.0,668213.4,668213.4,0.0,0.0,3,False,True,False,202.0,14.0,01.2023
16,100,Строительство и реконструкция объектов защиты от чрезвычайных ситуаций природного и техногенного характера,45215872.0,45215872.0,45215872.0,2800.0,44625903.0,0.0,668213.4,668213.4,0.0,0.0,4,False,True,False,6.0,15.0,01.2023
17,208,Министерство обороны Республики Казахстан,16924368.0,16924368.0,16924368.0,0.0,1128609.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,2.0,13.0,01.2023
18,47,"Обеспечение боевой, мобилизационной готовности Вооруженных Сил Республики Казахстан",16924368.0,16924368.0,16924368.0,0.0,1128609.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,208.0,17.0,01.2023
19,104,Строительство объектов Вооруженных Сил,15795759.0,15795759.0,15795759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,47.0,18.0,01.2023
20,107,Создание автоматизированной системы управления Вооруженных Сил,1128609.0,1128609.0,1128609.0,0.0,1128609.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,47.0,18.0,01.2023
21,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",15412417.0,15412417.0,15412417.0,1500000.0,14106517.0,309600.0,7966146.2,7656546.2,20.64,2.0087699417943337,1,False,True,False,1.0,1.0,01.2023
22,201,Министерство внутренних дел Республики Казахстан,8822755.0,8822755.0,8822755.0,500000.0,8125478.0,309600.0,4186061.0,3876461.0,61.919999999999995,3.5091079827106157,2,False,True,False,3.0,21.0,01.2023
23,76,Охрана общественного порядка и обеспечение общественной безопасности,8701965.0,8701965.0,8701965.0,500000.0,8125478.0,309600.0,4186061.0,3876461.0,61.919999999999995,3.5578171137208665,3,False,True,False,201.0,22.0,01.2023
24,110,"Строительство, реконструкция объектов общественного порядка, безопасности",4762548.0,4762548.0,4762548.0,500000.0,4186061.0,309600.0,4186061.0,3876461.0,61.919999999999995,6.500721882488114,4,False,True,False,76.0,23.0,01.2023
25,125,Развитие информационных систем Министерства внутренних дел Республики Казахстан,3939417.0,3939417.0,3939417.0,0.0,3939417.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,76.0,23.0,01.2023
26,77,Организация деятельности уголовно-исполнительной системы,120790.0,120790.0,120790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,201.0,22.0,01.2023
27,104,Развитие информационных систем уголовно-исполнительной системы,120790.0,120790.0,120790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,77.0,26.0,01.2023
28,410,Комитет национальной безопасности Республики Казахстан,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,3.0,21.0,01.2023
29,2,Программа развития системы национальной безопасности,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,410.0,28.0,01.2023
30,0,,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,2.0,29.0,01.2023
31,501,Верховный Суд Республики Казахстан,4355290.0,4355290.0,4355290.0,1000000.0,3780086.0,0.0,3780085.2,3780085.2,0.0,0.0,2,False,True,False,3.0,21.0,01.2023
32,1,"Обеспечение судебными органами судебной защиты прав, свобод  и законных интересов граждан и организаций",4355290.0,4355290.0,4355290.0,1000000.0,3780086.0,0.0,3780085.2,3780085.2,0.0,0.0,3,False,True,False,501.0,31.0,01.2023
33,107,Модернизация компонентов «Автоматизированной информационно-аналитической системы судебных органов Республики Казахстан «Төрелік 2.0»,575204.0,575204.0,575204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,1.0,32.0,01.2023
34,112,Строительство объектов органов судебной системы,3780086.0,3780086.0,3780086.0,1000000.0,3780086.0,0.0,3780085.2,3780085.2,0.0,0.0,4,False,True,False,1.0,32.0,01.2023
35,502,Генеральная прокуратура Республики Казахстан,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,3.0,21.0,01.2023
36,15,Создание оперативной системы обеспечения правовой  статистической информацией,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,502.0,35.0,01.2023
37,104,Создание информационной системы «Электронное дело»,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,15.0,36.0,01.2023
38,4,Образование,4723283.0,4723283.0,4723283.0,0.0,4723283.0,0.0,4573918.4,4573918.4,0.0,0.0,1,False,True,False,1.0,1.0,01.2023
39,201,Министерство внутренних дел Республики Казахстан,4723283.0,4723283.0,4723283.0,0.0,4723283.0,0.0,4573918.4,4573918.4,0.0,0.0,2,False,True,False,4.0,38.0,01.2023
40,79,"Обучение, повышение квалификации и переподготовка кадров Министерства внутренних дел Республики Казахстан",4723283.0,4723283.0,4723283.0,0.0,4723283.0,0.0,4573918.4,4573918.4,0.0,0.0,3,False,True,False,201.0,39.0,01.2023
41,105,Строительство объектов образования,4723283.0,4723283.0,4723283.0,0.0,4723283.0,0.0,4573918.4,4573918.4,0.0,0.0,4,False,True,False,79.0,40.0,01.2023
42,5,Здравоохранение,28541025.0,28541025.0,28541025.0,17077563.0,28541025.0,0.0,28479646.0,28479646.0,0.0,0.0,1,False,True,False,1.0,1.0,01.2023
43,226,Министерство здравоохранения Республики Казахстан,28541025.0,28541025.0,28541025.0,17077563.0,28541025.0,0.0,28479646.0,28479646.0,0.0,0.0,2,False,True,False,5.0,42.0,01.2023
44,53,Обеспечение хранения специального медицинского резерва и развитие инфраструктуры здравоохранения,28541025.0,28541025.0,28541025.0,17077563.0,28541025.0,0.0,28479646.0,28479646.0,0.0,0.0,3,False,True,False,226.0,43.0,01.2023
45,114,Строительство и реконструкция объектов здравоохранения на республиканском уровне,28541025.0,28541025.0,28541025.0,17077563.0,28541025.0,0.0,28479646.0,28479646.0,0.0,0.0,4,False,True,False,53.0,44.0,01.2023
46,8,"Культура, спорт, туризм и информационное пространство",22260900.0,22260900.0,22260900.0,5363244.0,19409851.7,0.0,12805468.899999999,12805468.899999999,0.0,0.0,1,False,True,False,1.0,1.0,01.2023
47,240,Министерство культуры и спорта Республики Казахстан  ,20030000.0,20030000.0,20030000.0,5363244.0,18030000.0,0.0,11494610.2,11494610.2,0.0,0.0,2,False,True,False,8.0,46.0,01.2023
48,33,"Повышение конкурентоспособности сферы культуры и искусства, сохранение, изучение и популяризация казахстанского культурного наследия и повышение эффективности реализации архивного дела",2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,240.0,47.0,01.2023
49,102,"Строительство, реконструкция объектов культуры за счет средств республиканского бюджета",2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,33.0,48.0,01.2023
50,36,Развитие спорта высших достижений,18030000.0,18030000.0,18030000.0,5363244.0,18030000.0,0.0,11494610.2,11494610.2,0.0,0.0,3,False,True,False,240.0,47.0,01.2023
51,101,"Строительство, реконструкция объектов спорта",18030000.0,18030000.0,18030000.0,5363244.0,18030000.0,0.0,11494610.2,11494610.2,0.0,0.0,4,False,True,False,36.0,50.0,01.2023
52,694,Управление Делами Президента Республики Казахстан,2230900.0,2230900.0,2230900.0,0.0,1379851.7,0.0,1310858.7,1310858.7,0.0,0.0,2,False,True,False,8.0,46.0,01.2023
53,15,Развитие инфраструктуры Щучинско-Боровской курортной зоны,2230900.0,2230900.0,2230900.0,0.0,1379851.7,0.0,1310858.7,1310858.7,0.0,0.0,3,False,True,False,694.0,52.0,01.2023
54,0,,2230900.0,2230900.0,2230900.0,0.0,1379851.7,0.0,1310858.7,1310858.7,0.0,0.0,4,False,True,False,15.0,53.0,01.2023
55,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",30721110.0,30721110.0,30721110.0,1753540.0,12173579.0,37384.0,10032612.6,9995228.6,2.131916009899974,0.12168831139239433,1,False,True,False,1.0,1.0,01.2023
56,207,Министерство экологии и природных ресурсов Республики Казахстан,25021677.0,25021677.0,25021677.0,1753540.0,12173579.0,37384.0,10032612.6,9995228.6,2.131916009899974,0.1494064526530336,2,False,True,False,10.0,55.0,01.2023
57,254,Эффективное управление водными ресурсами ,17737121.0,17737121.0,17737121.0,535904.0,6824632.0,37384.0,5620684.1,5583300.1,6.975876276348004,0.21076701230148906,3,False,True,False,207.0,56.0,01.2023
58,113,"Строительство и реконструкция систем водоснабжения, гидротехнических сооружений за счет средств республиканского бюджета",17737121.0,17737121.0,17737121.0,535904.0,6824632.0,37384.0,5620684.1,5583300.1,6.975876276348004,0.21076701230148906,4,False,True,False,254.0,57.0,01.2023
59,268,Усовершенствование ирригационных и дренажных систем,7284556.0,7284556.0,7284556.0,1217636.0,5348947.0,0.0,4411928.5,4411928.5,0.0,0.0,3,False,True,False,207.0,56.0,01.2023
60,4,За счет внешних займов,2185367.0,2185367.0,2185367.0,365417.0,365417.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,268.0,59.0,01.2023
61,16,За счет софинансирования внешних займов из республиканского бюджета,5099189.0,5099189.0,5099189.0,852219.0,4983530.0,0.0,4411928.5,4411928.5,0.0,0.0,4,False,True,False,268.0,59.0,01.2023
62,223,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",5699433.0,5699433.0,5699433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,10.0,55.0,01.2023
63,7,Повышение уровня государственного геодезического и картографического обеспечения страны,5699433.0,5699433.0,5699433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,223.0,62.0,01.2023
64,102,Создание Национальной инфраструктуры пространственных данных Республики Казахстан,5699433.0,5699433.0,5699433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,7.0,63.0,01.2023
65,12,Транспорт и коммуникации,99825871.0,99825871.0,99825871.0,71315.0,58400000.0,71314.3,1199164.4,1127850.0999999999,99.99901843931852,0.07143869548606292,1,False,True,False,1.0,1.0,01.2023
66,223,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",19148944.0,19148944.0,19148944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,12.0,65.0,01.2023
67,11,Создание космического ракетного комплекса «Байтерек» на базе ракеты космического назначения среднего класса нового поколения для запусков беспилотных космических аппаратов,19148944.0,19148944.0,19148944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,223.0,66.0,01.2023
68,0,,19148944.0,19148944.0,19148944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,11.0,67.0,01.2023
69,249,Министерство индустрии и инфраструктурного развития Республики Казахстан,80676927.0,80676927.0,80676927.0,71315.0,58400000.0,71314.3,1199164.4,1127850.0999999999,99.99901843931852,0.08839491370314588,2,False,True,False,12.0,65.0,01.2023
70,3,Развитие автомобильных дорог на республиканском уровне,58400000.0,58400000.0,58400000.0,71315.0,58400000.0,71314.3,1199164.4,1127850.0999999999,99.99901843931852,0.12211352739726028,3,False,True,False,249.0,69.0,01.2023
71,4,За счет внешних займов ,48705000.0,48705000.0,48705000.0,1009.0,48705000.0,1009.2,1009.2,0.0,100.01982160555005,0.0020720665229442565,4,False,True,False,3.0,70.0,01.2023
72,5,За счет внутренних источников,1100000.0,1100000.0,1100000.0,0.0,1100000.0,0.0,1100000.0,1100000.0,0.0,0.0,4,False,True,False,3.0,70.0,01.2023
73,16,За счет софинансирования внешних займов из республиканского бюджета ,8595000.0,8595000.0,8595000.0,70306.0,8595000.0,70305.1,98155.2,27850.09999999999,99.99871988166018,0.8179767306573591,4,False,True,False,3.0,70.0,01.2023
74,207,Проектирование и строительство пограничных отделений,22276927.0,22276927.0,22276927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,249.0,69.0,01.2023
75,0,,22276927.0,22276927.0,22276927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,207.0,74.0,01.2023
76,13,Прочие,22769100.0,22769100.0,22769100.0,2664046.0,9098268.0,2663895.6,8879652.0,6215756.4,99.99435445183754,11.699608680184987,1,False,True,False,1.0,1.0,01.2023
77,694,Управление Делами Президента Республики Казахстан,22769100.0,22769100.0,22769100.0,2664046.0,9098268.0,2663895.6,8879652.0,6215756.4,99.99435445183754,11.699608680184987,2,False,True,False,13.0,76.0,01.2023
78,8,Строительство и реконструкция объектов Управления Делами Президента Республики Казахстан,22769100.0,22769100.0,22769100.0,2664046.0,9098268.0,2663895.6,8879652.0,6215756.4,99.99435445183754,11.699608680184987,3,False,True,False,694.0,77.0,01.2023
79,0,,22769100.0,22769100.0,22769100.0,2664046.0,9098268.0,2663895.6,8879652.0,6215756.4,99.99435445183754,11.699608680184987,4,False,True,False,8.0,78.0,01.2023
1,1,I. Республиканские инвестиционные проекты - всего,331891636.0,331891636.0,331891636.0,79411978.0,264716355.0,71504086.89999999,180400396.0,108896309.10000001,90.04194165771817,21.54440761502046,0,False,True,False,,,02.2023
2,1,Государственные услуги общего характера,45497690.0,45497690.0,45497690.0,10475076.0,11842040.0,10475075.9,10757633.5,282557.5999999996,99.999999045353,23.023313711091706,1,False,True,False,1.0,1.0,02.2023
3,217,Министерство финансов Республики Казахстан,45220730.0,45220730.0,45220730.0,10475076.0,11842040.0,10475075.9,10757633.5,282557.5999999996,99.999999045353,23.164322866968316,2,False,True,False,1.0,2.0,02.2023
4,205,Модернизация и техническое дооснащение пунктов пропуска на границе,45220730.0,45220730.0,45220730.0,10475076.0,11842040.0,10475075.9,10757633.5,282557.5999999996,99.999999045353,23.164322866968316,3,False,True,False,217.0,3.0,02.2023
5,4,За счет внешних займов,43852766.0,43852766.0,43852766.0,10474076.0,10474076.0,10474075.9,10474075.9,0.0,99.99999904526184,23.884641392973936,4,False,True,False,205.0,4.0,02.2023
6,30,За счет средств республиканского бюджета,1367964.0,1367964.0,1367964.0,1000.0,1367964.0,1000.0,283557.6,282557.6,100.0,0.07310133892412374,4,False,True,False,205.0,4.0,02.2023
7,608,Агентство Республики Казахстан по делам государственной службы,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,1.0,2.0,02.2023
8,17,Создание и развитие информационных систем Агентства Республики Казахстан по делам государственной службы,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,608.0,7.0,02.2023
9,0,,181610.0,181610.0,181610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,17.0,8.0,02.2023
10,693,Управление материально-технического обеспечения ,95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,1.0,2.0,02.2023
11,1,Услуги по обеспечению деятельности Парламента Республики Казахстан,95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,693.0,10.0,02.2023
12,101,"Строительство зданий, сооружений Управления материально-технического обеспечения",95350.0,95350.0,95350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,1.0,11.0,02.2023
13,2,Оборона,62140240.0,62140240.0,62140240.0,10481111.0,61361271.0,8227373.8,35344724.8,27117350.999999996,78.49715359373639,13.240009694201374,1,False,True,False,1.0,1.0,02.2023
14,202,Министерство по чрезвычайным ситуациям Республики Казахстан,45215872.0,45215872.0,45215872.0,5742384.0,44625903.0,3488646.8,20011694.4,16523047.599999998,60.75258638224123,7.715535818926593,2,False,True,False,2.0,13.0,02.2023
15,6,Строительство и реконструкция объектов защиты от чрезвычайных ситуаций природного и техногенного характера,45215872.0,45215872.0,45215872.0,5742384.0,44625903.0,3488646.8,20011694.4,16523047.599999998,60.75258638224123,7.715535818926593,3,False,True,False,202.0,14.0,02.2023
16,100,Строительство и реконструкция объектов защиты от чрезвычайных ситуаций природного и техногенного характера,45215872.0,45215872.0,45215872.0,5742384.0,44625903.0,3488646.8,20011694.4,16523047.599999998,60.75258638224123,7.715535818926593,4,False,True,False,6.0,15.0,02.2023
17,208,Министерство обороны Республики Казахстан,16924368.0,16924368.0,16924368.0,4738727.0,16735368.0,4738727.0,15333030.4,10594303.4,100.0,27.999432534201574,2,False,True,False,2.0,13.0,02.2023
18,47,"Обеспечение боевой, мобилизационной готовности Вооруженных Сил Республики Казахстан",16924368.0,16924368.0,16924368.0,4738727.0,16735368.0,4738727.0,15333030.4,10594303.4,100.0,27.999432534201574,3,False,True,False,208.0,17.0,02.2023
19,104,Строительство объектов Вооруженных Сил,15795759.0,15795759.0,15795759.0,4738727.0,15606759.0,4738727.0,15331758.1,10593031.1,100.0,29.999995568430744,4,False,True,False,47.0,18.0,02.2023
20,107,Создание автоматизированной системы управления Вооруженных Сил,1128609.0,1128609.0,1128609.0,0.0,1128609.0,0.0,1272.3,1272.3,0.0,0.0,4,False,True,False,47.0,18.0,02.2023
21,3,"Общественный порядок, безопасность, правовая, судебная, уголовно-исполнительная деятельность",15412417.0,15412417.0,15412417.0,2243063.0,15249478.0,1412683.8,8445175.8,7032492.000000001,62.980121378668365,9.165880990632424,1,False,True,False,1.0,1.0,02.2023
22,201,Министерство внутренних дел Республики Казахстан,8822755.0,8822755.0,8822755.0,1070327.0,8693235.0,309600.0,4665090.7,4355490.7,28.925739516988735,3.5091079827106157,2,False,True,False,3.0,21.0,02.2023
23,76,Охрана общественного порядка и обеспечение общественной безопасности,8701965.0,8701965.0,8701965.0,1070327.0,8693235.0,309600.0,4665090.7,4355490.7,28.925739516988735,3.5578171137208665,3,False,True,False,201.0,22.0,02.2023
24,110,"Строительство, реконструкция объектов общественного порядка, безопасности",4762548.0,4762548.0,4762548.0,1070327.0,4753818.0,309600.0,4665090.7,4355490.7,28.925739516988735,6.500721882488114,4,False,True,False,76.0,23.0,02.2023
25,125,Развитие информационных систем Министерства внутренних дел Республики Казахстан,3939417.0,3939417.0,3939417.0,0.0,3939417.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,76.0,23.0,02.2023
26,77,Организация деятельности уголовно-исполнительной системы,120790.0,120790.0,120790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,201.0,22.0,02.2023
27,104,Развитие информационных систем уголовно-исполнительной системы,120790.0,120790.0,120790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,77.0,26.0,02.2023
28,410,Комитет национальной безопасности Республики Казахстан,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,3.0,21.0,02.2023
29,2,Программа развития системы национальной безопасности,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,410.0,28.0,02.2023
30,0,,1734372.0,1734372.0,1734372.0,0.0,1700953.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,2.0,29.0,02.2023
31,501,Верховный Суд Республики Казахстан,4355290.0,4355290.0,4355290.0,1172736.0,4355290.0,1103083.8,3780085.1,2677001.3,94.06070931565161,25.32744777041253,2,False,True,False,3.0,21.0,02.2023
32,1,"Обеспечение судебными органами судебной защиты прав, свобод  и законных интересов граждан и организаций",4355290.0,4355290.0,4355290.0,1172736.0,4355290.0,1103083.8,3780085.1,2677001.3,94.06070931565161,25.32744777041253,3,False,True,False,501.0,31.0,02.2023
33,107,Модернизация компонентов «Автоматизированной информационно-аналитической системы судебных органов Республики Казахстан «Төрелік 2.0»,575204.0,575204.0,575204.0,0.0,575204.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,1.0,32.0,02.2023
34,112,Строительство объектов органов судебной системы,3780086.0,3780086.0,3780086.0,1172736.0,3780086.0,1103083.8,3780085.1,2677001.3,94.06070931565161,29.18144719458764,4,False,True,False,1.0,32.0,02.2023
35,502,Генеральная прокуратура Республики Казахстан,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,2,False,True,False,3.0,21.0,02.2023
36,15,Создание оперативной системы обеспечения правовой  статистической информацией,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,502.0,35.0,02.2023
37,104,Создание информационной системы «Электронное дело»,500000.0,500000.0,500000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,15.0,36.0,02.2023
38,4,Образование,4723283.0,4723283.0,4723283.0,1347129.0,4723283.0,1347128.6,4573918.4,3226789.8000000003,99.99997030722373,28.52102234822686,1,False,True,False,1.0,1.0,02.2023
39,201,Министерство внутренних дел Республики Казахстан,4723283.0,4723283.0,4723283.0,1347129.0,4723283.0,1347128.6,4573918.4,3226789.8000000003,99.99997030722373,28.52102234822686,2,False,True,False,4.0,38.0,02.2023
40,79,"Обучение, повышение квалификации и переподготовка кадров Министерства внутренних дел Республики Казахстан",4723283.0,4723283.0,4723283.0,1347129.0,4723283.0,1347128.6,4573918.4,3226789.8000000003,99.99997030722373,28.52102234822686,3,False,True,False,201.0,39.0,02.2023
41,105,Строительство объектов образования,4723283.0,4723283.0,4723283.0,1347129.0,4723283.0,1347128.6,4573918.4,3226789.8000000003,99.99997030722373,28.52102234822686,4,False,True,False,79.0,40.0,02.2023
42,5,Здравоохранение,28541025.0,28541025.0,28541025.0,18077563.0,28541025.0,17077562.9,28479646.0,11402083.100000001,94.46828037606618,59.83514222071561,1,False,True,False,1.0,1.0,02.2023
43,226,Министерство здравоохранения Республики Казахстан,28541025.0,28541025.0,28541025.0,18077563.0,28541025.0,17077562.9,28479646.0,11402083.100000001,94.46828037606618,59.83514222071561,2,False,True,False,5.0,42.0,02.2023
44,53,Обеспечение хранения специального медицинского резерва и развитие инфраструктуры здравоохранения,28541025.0,28541025.0,28541025.0,18077563.0,28541025.0,17077562.9,28479646.0,11402083.100000001,94.46828037606618,59.83514222071561,3,False,True,False,226.0,43.0,02.2023
45,114,Строительство и реконструкция объектов здравоохранения на республиканском уровне,28541025.0,28541025.0,28541025.0,18077563.0,28541025.0,17077562.9,28479646.0,11402083.100000001,94.46828037606618,59.83514222071561,4,False,True,False,53.0,44.0,02.2023
46,8,"Культура, спорт, туризм и информационное пространство",22260900.0,22260900.0,22260900.0,5840912.0,20285900.0,3662593.8000000003,19341286.1,15678692.3,62.705854839107324,16.453035591552904,1,False,True,False,1.0,1.0,02.2023
47,240,Министерство культуры и спорта Республики Казахстан  ,20030000.0,20030000.0,20030000.0,5745794.0,18055000.0,3572232.6,18014973.2,14442740.6,62.17126127389879,17.834411382925612,2,False,True,False,8.0,46.0,02.2023
48,33,"Повышение конкурентоспособности сферы культуры и искусства, сохранение, изучение и популяризация казахстанского культурного наследия и повышение эффективности реализации архивного дела",2000000.0,2000000.0,2000000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,3,False,True,False,240.0,47.0,02.2023
49,102,"Строительство, реконструкция объектов культуры за счет средств республиканского бюджета",2000000.0,2000000.0,2000000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,4,False,True,False,33.0,48.0,02.2023
50,36,Развитие спорта высших достижений,18030000.0,18030000.0,18030000.0,5720794.0,18030000.0,3572232.6,18014973.2,14442740.6,62.44295110084369,19.812715474209654,3,False,True,False,240.0,47.0,02.2023
51,101,"Строительство, реконструкция объектов спорта",18030000.0,18030000.0,18030000.0,5720794.0,18030000.0,3572232.6,18014973.2,14442740.6,62.44295110084369,19.812715474209654,4,False,True,False,36.0,50.0,02.2023
52,694,Управление Делами Президента Республики Казахстан,2230900.0,2230900.0,2230900.0,95118.0,2230900.0,90361.2,1326312.9,1235951.7,94.99905380685043,4.050437043345735,2,False,True,False,8.0,46.0,02.2023
53,15,Развитие инфраструктуры Щучинско-Боровской курортной зоны,2230900.0,2230900.0,2230900.0,95118.0,2230900.0,90361.2,1326312.9,1235951.7,94.99905380685043,4.050437043345735,3,False,True,False,694.0,52.0,02.2023
54,0,,2230900.0,2230900.0,2230900.0,95118.0,2230900.0,90361.2,1326312.9,1235951.7,94.99905380685043,4.050437043345735,4,False,True,False,15.0,53.0,02.2023
55,10,"Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",30721110.0,30721110.0,30721110.0,4392610.0,20067331.0,2829806.0,19502580.099999998,16672774.099999998,64.42197235811966,9.211275243635402,1,False,True,False,1.0,1.0,02.2023
56,207,Министерство экологии и природных ресурсов Республики Казахстан,25021677.0,25021677.0,25021677.0,4392610.0,14367898.0,2829806.0,13803147.1,10973341.1,64.42197235811966,11.309417829987973,2,False,True,False,10.0,55.0,02.2023
