id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,20173032001.0,20173032001.0,20265107708.0,11834215114.4,15890462019.0,11233069291.257,12197652961.405,964583670.1480007,94.92027297685742,55.43059258857308,0,True,True,False
2,101,Администрация Президента Республики Казахстан,18409928.0,18409928.0,18409928.0,9197746.0,12062878.0,8981348.007,11831210.11,2849862.103,97.6472714836874,48.78535107252999,0,True,True,False
3,106,Национальный центр по правам человека,1300889.0,1300889.0,1303191.9,864690.9,898277.9,765207.665,797873.978,32666.312999999966,88.4949367456047,58.717957424382405,0,True,True,False
4,107,Аппарат Высшего Судебного Совета Республики Казахстан      ,823560.0,823560.0,750323.0,441526.8,487273.7,435596.356,468641.374,33045.01799999998,98.6568326090285,58.054511990169566,0,True,True,False
5,109,Аппарат Правительства Республики Казахстан,6150082.0,6150082.0,6457190.0,3878763.0,4472259.0,3455348.891,4135402.397,680053.506,89.08378498505837,53.511649664947136,0,True,True,False
6,201,Министерство внутренних дел Республики Казахстан,598149910.0,598149910.0,599476126.5,344881166.6,422086515.3,307183380.125,400486511.865,93303131.74000001,89.06934036246675,51.24197053825462,0,True,True,False
7,202,Министерство по чрезвычайным ситуациям Республики Казахстан,237734294.0,237734294.0,225578533.8,135480971.5,165333951.4,108325358.173,152976499.204,44651141.031,79.95614216052473,48.021128760878575,0,True,True,False
8,204,Министерство иностранных дел Республики Казахстан,112112109.0,112112109.0,109953624.8,71642835.5,74468288.3,69537979.302,72947981.353,3410002.050999999,97.06201438942209,63.2430076120601,0,True,True,False
9,207,Министерство экологии и природных ресурсов Республики Казахстан,88857893.0,88857893.0,86673894.6,52412079.9,72796072.9,43680696.285,60682853.755,17002157.470000006,83.34089463410133,50.39660036806515,0,True,True,False
10,208,Министерство обороны Республики Казахстан,575039724.0,575039724.0,566559952.9,315244112.6,382906728.4,310295860.623,361281699.816,50985839.19299996,98.43034277906449,54.76840695052946,0,True,True,False
11,211,Министерство торговли и интеграции Республики Казахстан,20755203.0,20755203.0,19166199.0,12068667.1,17636911.0,11729056.737,14691693.42,2962636.683,97.18601598514553,61.19657182417859,0,True,True,False
12,212,Министерство сельского хозяйства Республики Казахстан,499556079.0,499556079.0,569476420.5,306190282.9,503837900.6,301978546.207,335748480.477,33769934.26999998,98.624470818241,53.02740119456799,0,True,True,False
13,213,Министерство труда и социальной защиты населения Республики  Казахстан,46454788.0,46454788.0,45938301.4,12855648.7,31857019.7,9036067.496,10884497.879,1848430.3830000013,70.288693374143,19.670007859715945,0,True,True,False
14,217,Министерство финансов Республики Казахстан,10932084632.0,10932084632.0,10711875257.1,6766931541.8,8712890970.2,6766624550.081,6782520974.467,15896424.38599968,99.99546335414946,63.16937406077404,0,True,True,False
15,221,Министерство юстиции Республики Казахстан,46094819.0,46094819.0,44318349.3,21311443.4,38319891.1,19588108.406,33276627.788,13688519.382,91.91356980541262,44.19864168090755,0,True,True,False
16,223,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",208642336.0,208642336.0,221148710.2,101483942.3,192228606.2,67420102.819,161660255.735,94240152.91600001,66.43425678093706,30.486319706783444,0,True,True,False
17,224,Министерство просвещения Республики Казахстан ,177020342.0,177020342.0,182086471.7,90989490.7,159869694.8,89840645.47,99259337.691,9418692.221,98.7373868991224,49.33954984751347,0,True,True,False
18,226,Министерство здравоохранения Республики Казахстан,2249329142.0,2249329142.0,2300480981.3,1328173528.1,1381101228.5,973421722.095,986470420.931,13048698.835999966,73.2902517254289,42.31383480270809,0,True,True,False
19,227,Министерство науки и высшего образования Республики Казахстан,713054201.0,713054201.0,666572452.5,339247675.0,520133817.7,336574627.461,491343940.149,154769312.68799996,99.21206606972326,50.49332989964809,0,True,True,False
20,228,Министерство транспорта Республики Казахстан,697161262.0,697161262.0,732305273.4,408406365.0,651910504.3,406460738.13,550487893.477,144027155.347,99.52360515488049,55.50427572955397,0,True,True,False
