id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,23517348799.0,23517348799.0,23517348799.0,0.0,10645241474.6,3696420877.595,4724377818.256,1027956940.6609998,0.0,15.717846893320639,0,True,True,False
2,101,Администрация Президента Республики Казахстан,12553558.0,12553558.0,12553558.0,0.0,3705524.0,1482583.543,2323378.272,840794.7289999998,0.0,11.81006646083923,0,True,True,False
3,104,Канцелярия Премьер-Министра Республики Казахстан,5949682.0,5949682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,True,False
4,106,Национальный центр по правам человека,970419.0,970419.0,975318.4,0.0,297929.0,107826.156,132145.607,24319.450999999986,0.0,11.055482599323462,0,True,True,False
5,107,Аппарат Высшего Судебного Совета Республики Казахстан      ,638857.0,638857.0,638857.0,0.0,132506.0,95587.15,107436.464,11849.314000000013,0.0,14.96221376614798,0,True,True,False
6,108,Канцелярия Первого Президента Республики Казахстан – Елбасы,1678654.0,1678654.0,1678654.0,0.0,470501.0,252359.506,286509.479,34149.973,0.0,15.033443818678535,0,True,True,False
7,109,Аппарат Правительства Республики Казахстан,0.0,0.0,5949682.0,0.0,2242241.0,968278.204,1707338.368,739060.164,0.0,16.27445305480192,0,True,True,False
8,201,Министерство внутренних дел Республики Казахстан,553534679.0,553534679.0,553535461.5,0.0,164960979.2,64983579.012,118380596.584,53397017.572000004,0.0,11.739731874793355,0,True,True,False
9,202,Министерство по чрезвычайным ситуациям Республики Казахстан,201408483.0,201408483.0,201566525.7,0.0,84313603.8,13862214.658,38305259.653,24443044.994999997,0.0,6.8772404593765355,0,True,True,False
10,204,Министерство иностранных дел Республики Казахстан,95413104.0,95413104.0,96101228.6,0.0,22083750.5,17339653.727,20238531.753,2898878.025999997,0.0,18.043113474826068,0,True,True,False
11,207,"Министерство экологии, геологии и природных ресурсов Республики Казахстан",120648992.0,120648992.0,120648992.0,0.0,90071074.8,16879181.563,72478218.972,55599037.409,0.0,13.990321247773045,0,True,True,False
12,208,Министерство обороны Республики Казахстан,545738197.0,545738197.0,545738197.0,0.0,152057922.1,57491366.419,110428203.107,52936836.68799999,0.0,10.534605555381347,0,True,True,False
13,209,Министерство информации и общественного развития Республики Казахстан,67983620.0,67983620.0,67985845.9,0.0,61231645.2,8089589.043,57806995.536,49717406.493,0.0,11.89893122003502,0,True,True,False
14,211,Министерство торговли и интеграции Республики Казахстан,24044116.0,24044116.0,24061587.0,0.0,20858475.0,860150.274,2287390.698,1427240.4239999999,0.0,3.5747861269499803,0,True,True,False
15,212,Министерство сельского хозяйства Республики Казахстан,290542330.0,290542330.0,290570163.8,0.0,225028267.6,154819725.98,170531670.106,15711944.126000017,0.0,53.28135688651182,0,True,True,False
16,213,Министерство труда и социальной защиты населения Республики Казахстан,4663442896.0,4663442896.0,4663452226.1,0.0,851619588.7,811250160.423,833045288.757,21795128.33399999,0.0,17.39591446616878,0,True,True,False
17,217,Министерство финансов Республики Казахстан,10514289184.0,10514289184.0,10509746394.7,0.0,5600574725.7,1392215581.99,1395966597.588,3751015.5980000496,0.0,13.246899874692367,0,True,True,False
18,221,Министерство юстиции Республики Казахстан,47387933.0,47387933.0,47408752.9,0.0,35707332.2,3707805.087,17750385.121,14042580.034,0.0,7.820929385805464,0,True,True,False
19,223,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",172663892.0,172663892.0,172673867.3,0.0,113090782.7,4805351.276,101637957.447,96832606.171,0.0,2.7829059203563684,0,True,True,False
20,224,Министерство просвещения Республики Казахстан ,685049619.0,685049619.0,685060888.4,0.0,589065696.2,38012058.486,73242073.872,35230015.38599999,0.0,5.548712403474004,0,True,True,False
21,226,Министерство здравоохранения Республики Казахстан,2008824397.0,2008824397.0,2008904523.3,0.0,614849982.7,542002060.342,593324427.915,51322367.572999954,0.0,26.97998108201084,0,True,True,False
22,227,Министерство науки и высшего образования Республики Казахстан,563766717.0,563766717.0,563774466.4,0.0,342457671.2,101317666.073,278880226.636,177562560.56299996,0.0,17.971311599116436,0,True,True,False
23,240,Министерство культуры и спорта Республики Казахстан  ,160202919.0,160202919.0,160207041.0,0.0,106045903.0,25620600.352,96504322.835,70883722.483,0.0,15.99218123752751,0,True,True,False
24,241,Министерство энергетики Республики Казахстан,102282012.0,102282012.0,103151344.3,0.0,95751888.1,7809625.839,10429136.107,2619510.268000001,0.0,7.571036414500708,0,True,True,False
25,243,Министерство национальной экономики Республики Казахстан  ,330821877.0,330821877.0,330845681.7,0.0,289065597.3,97908584.551,98782963.639,874379.0879999995,0.0,29.593429797212917,0,True,True,False
26,249,Министерство индустрии и инфраструктурного развития Республики Казахстан,1427238677.0,1427238677.0,1430214255.7,0.0,759402111.1,227026868.112,398227416.553,171200548.44099998,0.0,15.873626430949297,0,True,True,False
27,406,Высшая аудиторская палата Республики Казахстан,3128965.0,3128965.0,3128965.0,0.0,1166876.0,518756.213,944301.835,425545.622,0.0,16.579163173765128,0,True,True,False
28,410,Комитет национальной безопасности Республики Казахстан,427015657.0,427015657.0,427015657.0,0.0,148196245.0,47087766.411,47087766.411,0.0,0.0,11.027175617356813,0,True,True,False
29,501,Верховный Суд Республики Казахстан,81021975.0,81021975.0,81083305.7,0.0,26284529.1,10085627.867,13899941.447,3814313.58,0.0,12.438599758519713,0,True,True,False
30,502,Генеральная прокуратура Республики Казахстан,58955812.0,58955812.0,58968307.5,0.0,16929193.8,6238983.087,12217311.891,5978328.8040000005,0.0,10.58023089267061,0,True,True,False
31,608,Агентство Республики Казахстан по делам государственной службы,8398055.0,8398055.0,7902567.8,0.0,4149852.2,1413755.942,3188022.035,1774266.093,0.0,17.88982996134497,0,True,True,False
32,624,Агентство Республики Казахстан по противодействию коррупции (Антикоррупционная служба),31210481.0,31210481.0,31217415.6,0.0,7736725.2,3920344.189,4249049.66,328705.47100000037,0.0,12.55819584565482,0,True,True,False
33,625,Агентство Республики Казахстан по регулированию и развитию финансового рынка,9198090.0,9198090.0,9198090.0,0.0,3930639.0,1120980.415,1224878.497,103898.08199999994,0.0,12.187099876169945,0,True,True,False
34,626,ГУ Агентство по стратегическому планированию и реформам Республики Казахстан,21871831.0,21871831.0,21892095.4,0.0,8222908.0,3965592.757,5829033.969,1863441.2119999994,0.0,18.114267659367137,0,True,True,False
