id,code,name,utv,utch,plg,plgp,plgo,sumrg,obz,obzsumrg,plgpsumrg,plgsumrg,level,isLeaf,loaded,expanded
1,0,Итого,23548453455.0,25068832180.0,25068832180.0,16476487457.1,20235135423.0,16369357554.32,17176847891.091,807490336.7709999,99.34980132714006,65.29764704149055,0,True,True,False
2,101,Администрация Президента Республики Казахстан,12553558.0,14769262.0,15889862.0,9848472.0,10920067.0,9639657.239,10553470.915,913813.675999999,97.87972427600951,60.66545599326162,0,True,True,False
3,104,Канцелярия Премьер-Министра Республики Казахстан,5949682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,True,False
4,106,Национальный центр по правам человека,970419.0,1057300.0,1062199.4,791334.3,821139.3,579739.981,609220.479,29480.49800000002,73.26107070046123,54.57920433771663,0,True,True,False
5,107,Аппарат Высшего Судебного Совета Республики Казахстан      ,638857.0,679284.0,737941.0,440132.8,522134.8,403551.745,482954.759,79403.01400000002,91.6886323854982,54.68618019597773,0,True,True,False
6,108,Канцелярия Первого Президента Республики Казахстан – Елбасы,1678654.0,1549428.0,1549428.0,1101507.0,1145095.0,925412.487,974470.848,49058.36100000003,84.01330967483638,59.72607226666873,0,True,True,False
7,109,Аппарат Правительства Республики Казахстан,0.0,6016388.0,6113669.0,4120654.0,4686213.1,3577470.855,4347776.721,770305.8659999999,86.81803555940391,58.51593952829307,0,True,True,False
8,201,Министерство внутренних дел Республики Казахстан,553534679.0,604818113.0,609547262.1,366088820.1,485450938.9,352000243.431,460182625.829,108182382.398,96.15159603476783,57.747817981873276,0,True,True,False
9,202,Министерство по чрезвычайным ситуациям Республики Казахстан,201408483.0,286725325.0,287271341.3,169868630.2,238699057.8,154632810.19,207855328.13,53222517.94,91.0308218815554,53.82813666348832,0,True,True,False
10,204,Министерство иностранных дел Республики Казахстан,95413104.0,101371338.0,102608352.5,70994118.2,74154085.1,69573078.206,72099676.272,2526598.0659999996,97.9983694001287,67.80449789016933,0,True,True,False
11,207,Министерство экологии и природных ресурсов Республики Казахстан,135475649.0,178247936.0,189427598.3,101983684.8,171980439.0,93019322.974,132950019.002,39930696.028,91.2100039887949,49.10547555308365,0,True,True,False
12,208,Министерство обороны Республики Казахстан,545738197.0,564260219.0,567727766.6,352812382.1,423923825.5,350106339.892,407451362.283,57345022.39099997,99.23300815240862,61.66799661547504,0,True,True,False
13,209,Министерство информации и общественного развития Республики Казахстан,67983620.0,80270756.0,81504624.1,45233667.6,76886579.4,44303669.466,74702809.741,30399140.275,97.94401342331126,54.357246543021596,0,True,True,False
14,211,Министерство торговли и интеграции Республики Казахстан,24044116.0,25634360.0,24994291.6,11724935.5,23935165.6,11064482.418,17082109.655,6017627.237000002,94.36710690647296,44.26803765864682,0,True,True,False
15,212,Министерство сельского хозяйства Республики Казахстан,290542330.0,488658432.0,488439023.4,304977828.0,337982438.4,303381605.005,323388987.095,20007382.090000033,99.47661015049263,62.11248292431174,0,True,True,False
16,213,Министерство труда и социальной защиты населения Республики Казахстан,4663442896.0,4715889660.0,4704748824.3,3127683994.1,3148154182.6,3127505765.376,3139140654.259,11634888.882999897,99.99430157508444,66.47550979177572,0,True,True,False
17,217,Министерство финансов Республики Казахстан,10514289184.0,9993105257.0,9888749725.3,6938697425.3,8620752083.0,6937460277.548,6952077944.049,14617666.50099945,99.982170317047,70.155079967276,0,True,True,False
18,221,Министерство юстиции Республики Казахстан,47387933.0,50160974.0,50203546.9,21654251.9,45010457.7,21279891.593,32385604.249,11105712.656000003,98.27119261044524,42.38722741121703,0,True,True,False
19,223,"Министерство цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",172663892.0,180974993.0,185487792.3,91842032.5,154749760.5,88327856.483,150696056.054,62368199.570999995,96.17367351163531,47.61922894642161,0,True,True,False
20,224,Министерство просвещения Республики Казахстан ,685049619.0,728606735.0,732853684.4,370842937.7,658595333.9,369586324.41,395397823.024,25811498.613999963,99.66114676531429,50.43112046473325,0,True,True,False
21,226,Министерство здравоохранения Республики Казахстан,2008824397.0,2146671505.0,2149936858.0,1359671071.1,1435527106.3,1359247931.887,1403015537.95,43767606.062999964,99.96887929573603,63.22269078876362,0,True,True,False
22,227,Министерство науки и высшего образования Республики Казахстан,563766717.0,571952353.0,565827702.5,314910489.6,438430466.3,314597213.201,395387349.653,80790136.45200002,99.90051890637307,55.59947167857162,0,True,True,False
23,240,Министерство культуры и спорта Республики Казахстан  ,160202919.0,206949513.0,210396640.7,134765246.2,185176188.9,125921064.159,174644616.837,48723552.67800002,93.43734212611857,59.84937009452928,0,True,True,False
24,241,Министерство энергетики Республики Казахстан,102282012.0,176951739.0,203611141.0,118854910.1,201631715.9,118640617.519,120679831.062,2039213.5430000126,99.81970237424798,58.26823470283485,0,True,True,False
25,243,Министерство национальной экономики Республики Казахстан  ,330821877.0,709401849.0,710499006.7,537969758.8,652480787.5,537771697.756,540331874.274,2560176.5180000067,99.96318361008959,75.68929621080636,0,True,True,False
26,249,Министерство индустрии и инфраструктурного развития Республики Казахстан,1443516676.0,2105931670.0,2158536866.6,1337390363.4,1923965687.3,1336799310.301,1431227876.863,94428566.5619998,99.95580549141259,61.93080743655065,0,True,True,False
27,406,Высшая аудиторская палата Республики Казахстан,3128965.0,3638135.0,3656344.5,2352907.9,3017795.5,2200397.282,2782364.973,581967.6910000001,93.51820706624345,60.18025057540394,0,True,True,False
28,410,Комитет национальной безопасности Республики Казахстан,427015657.0,543342012.0,543471941.0,307133707.1,412348395.7,303409907.361,303409907.361,0.0,98.78756396549221,55.828072154510735,0,True,True,False
29,501,Верховный Суд Республики Казахстан,81021975.0,81021975.0,81111731.3,62995612.7,65269169.8,49115854.26,56150377.415,7034523.155000001,77.96710303287517,60.553329922573106,0,True,True,False
30,502,Генеральная прокуратура Республики Казахстан,58955812.0,62299546.0,62323479.4,45453214.1,51193411.5,32174307.466,40910289.919,8735982.453000002,70.78554971979418,51.62469710572674,0,True,True,False
31,608,Агентство Республики Казахстан по делам государственной службы,8398055.0,8963933.0,8142115.6,4986599.6,6941970.2,4751589.231,6278428.789,1526839.5580000002,95.28716183669529,58.35816468879415,0,True,True,False
